,Entity,Code,Year,Share of population covered by health insurance (ILO (2014)),Under-fifteen mortality rate,Deaths - Sex: all - Age: 0 - Variant: estimates,Observation value - Indicator: Under-five mortality rate - Sex: Total - Wealth quintile: Total - Unit of measure: Deaths per 100 live births,IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified,Estimated maternal deaths,Births attended by skilled health staff (% of total),MCV1 (% of one-year-olds immunized),Pol3 (% of one-year-olds immunized),DTP3 (% of one-year-olds immunized)
3047,Poland,POL,2010,97.5,0.73656917,2078.0,0.5970768,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,POL,Poland,Year,2010,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,Diarrhoeal diseases,CHILDCAUSE_CH3,,,,,,,0.002,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,10.736332,99.9,98.0,96.0,99.0
3048,Poland,POL,2010,97.5,0.73656917,2078.0,0.5970768,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,POL,Poland,Year,2010,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,Tetanus,CHILDCAUSE_CH5,,,,,,,0.0,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,10.736332,99.9,98.0,96.0,99.0
3049,Poland,POL,2010,97.5,0.73656917,2078.0,0.5970768,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,POL,Poland,Year,2010,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,Measles,CHILDCAUSE_CH6,,,,,,,0.0,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,10.736332,99.9,98.0,96.0,99.0
3050,Poland,POL,2010,97.5,0.73656917,2078.0,0.5970768,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,POL,Poland,Year,2010,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,Meningitis/encephalitis,CHILDCAUSE_CH7,,,,,,,0.009,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,10.736332,99.9,98.0,96.0,99.0
3051,Poland,POL,2010,97.5,0.73656917,2078.0,0.5970768,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,POL,Poland,Year,2010,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,Malaria,CHILDCAUSE_CH8,,,,,,,0.0,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,10.736332,99.9,98.0,96.0,99.0
3052,Poland,POL,2010,97.5,0.73656917,2078.0,0.5970768,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,POL,Poland,Year,2010,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,Acute lower respiratory infections,CHILDCAUSE_CH9,,,,,,,0.045,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,10.736332,99.9,98.0,96.0,99.0
3053,Poland,POL,2010,97.5,0.73656917,2078.0,0.5970768,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,POL,Poland,Year,2010,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,Birth asphyxia and birth trauma,CHILDCAUSE_CH11,,,,,,,0.075,,,,,,0.1,,,EN,2018-11-26T23:00:00.000Z,10.736332,99.9,98.0,96.0,99.0
3054,Poland,POL,2010,97.5,0.73656917,2078.0,0.5970768,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,POL,Poland,Year,2010,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,Sepsis and other infectious conditions of the newborn,CHILDCAUSE_CH12,,,,,,,0.061,,,,,,0.1,,,EN,2018-11-26T23:00:00.000Z,10.736332,99.9,98.0,96.0,99.0
3055,Poland,POL,2010,97.5,0.73656917,2078.0,0.5970768,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,POL,Poland,Year,2010,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,Prematurity,CHILDCAUSE_CH10,,,,,,,0.12,,,,,,0.1,,,EN,2018-11-26T23:00:00.000Z,10.736332,99.9,98.0,96.0,99.0
3056,Poland,POL,2010,97.5,0.73656917,2078.0,0.5970768,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,POL,Poland,Year,2010,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,Injuries,CHILDCAUSE_CH17,,,,,,,0.11,,,,,,0.1,,,EN,2018-11-26T23:00:00.000Z,10.736332,99.9,98.0,96.0,99.0
3057,Poland,POL,2010,97.5,0.73656917,2078.0,0.5970768,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,POL,Poland,Year,2010,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,Acute lower respiratory infections,CHILDCAUSE_CH9,,,,,,,0.093,,,,,,0.1,,,EN,2018-11-26T23:00:00.000Z,10.736332,99.9,98.0,96.0,99.0
3058,Poland,POL,2010,97.5,0.73656917,2078.0,0.5970768,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,POL,Poland,Year,2010,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,Birth asphyxia and birth trauma,CHILDCAUSE_CH11,,,,,,,0.056,,,,,,0.1,,,EN,2018-11-26T23:00:00.000Z,10.736332,99.9,98.0,96.0,99.0
3059,Poland,POL,2010,97.5,0.73656917,2078.0,0.5970768,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,POL,Poland,Year,2010,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,Other noncommunicable diseases,CHILDCAUSE_CH16,,,,,,,0.077,,,,,,0.1,,,EN,2018-11-26T23:00:00.000Z,10.736332,99.9,98.0,96.0,99.0
3060,Poland,POL,2010,97.5,0.73656917,2078.0,0.5970768,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,POL,Poland,Year,2010,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,Other noncommunicable diseases,CHILDCAUSE_CH16,,,,,,,0.19,,,,,,0.2,,,EN,2018-11-26T23:00:00.000Z,10.736332,99.9,98.0,96.0,99.0
3061,Poland,POL,2010,97.5,0.73656917,2078.0,0.5970768,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,POL,Poland,Year,2010,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,Congenital anomalies,CHILDCAUSE_CH15,,,,,,,0.33,,,,,,0.3,,,EN,2018-11-26T23:00:00.000Z,10.736332,99.9,98.0,96.0,99.0
3062,Poland,POL,2010,97.5,0.73656917,2078.0,0.5970768,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,POL,Poland,Year,2010,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,Prematurity,CHILDCAUSE_CH10,,,,,,,0.34,,,,,,0.3,,,EN,2018-11-26T23:00:00.000Z,10.736332,99.9,98.0,96.0,99.0
3063,Poland,POL,2010,97.5,0.73656917,2078.0,0.5970768,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,POL,Poland,Year,2010,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,Congenital anomalies,CHILDCAUSE_CH15,,,,,,,0.42,,,,,,0.4,,,EN,2018-11-26T23:00:00.000Z,10.736332,99.9,98.0,96.0,99.0
3064,Poland,POL,2010,97.5,0.73656917,2078.0,0.5970768,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,POL,Poland,Year,2010,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,Congenital anomalies,CHILDCAUSE_CH15,,,,,,,0.36,,,,,,0.4,,,EN,2018-11-26T23:00:00.000Z,10.736332,99.9,98.0,96.0,99.0
3065,Poland,POL,2010,97.5,0.73656917,2078.0,0.5970768,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,POL,Poland,Year,2010,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,Prematurity,CHILDCAUSE_CH10,,,,,,,0.49,,,,,,0.5,,,EN,2018-11-26T23:00:00.000Z,10.736332,99.9,98.0,96.0,99.0
3066,Qatar,QAT,2006,100.0,1.261657,104.0,1.0128924,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2006,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,Sepsis and other infectious conditions of the newborn,CHILDCAUSE_CH12,,,,,,,0.036,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,2.0088396,100.0,99.0,95.0,96.0
3067,Qatar,QAT,2006,100.0,1.261657,104.0,1.0128924,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2006,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,Other noncommunicable diseases,CHILDCAUSE_CH16,,,,,,,0.006,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,2.0088396,100.0,99.0,95.0,96.0
3068,Qatar,QAT,2006,100.0,1.261657,104.0,1.0128924,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2006,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,Injuries,CHILDCAUSE_CH17,,,,,,,0.005,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,2.0088396,100.0,99.0,95.0,96.0
3069,Qatar,QAT,2006,100.0,1.261657,104.0,1.0128924,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2006,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,HIV/AIDS,CHILDCAUSE_CH2,,,,,,,0.0,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,2.0088396,100.0,99.0,95.0,96.0
3070,Qatar,QAT,2006,100.0,1.261657,104.0,1.0128924,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2006,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,Diarrhoeal diseases,CHILDCAUSE_CH3,,,,,,,0.0,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,2.0088396,100.0,99.0,95.0,96.0
3071,Qatar,QAT,2006,100.0,1.261657,104.0,1.0128924,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2006,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,Tetanus,CHILDCAUSE_CH5,,,,,,,0.0,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,2.0088396,100.0,99.0,95.0,96.0
3072,Qatar,QAT,2006,100.0,1.261657,104.0,1.0128924,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2006,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,Measles,CHILDCAUSE_CH6,,,,,,,0.0,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,2.0088396,100.0,99.0,95.0,96.0
3073,Qatar,QAT,2006,100.0,1.261657,104.0,1.0128924,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2006,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,Meningitis/encephalitis,CHILDCAUSE_CH7,,,,,,,0.009,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,2.0088396,100.0,99.0,95.0,96.0
3074,Qatar,QAT,2006,100.0,1.261657,104.0,1.0128924,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2006,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,Malaria,CHILDCAUSE_CH8,,,,,,,0.0,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,2.0088396,100.0,99.0,95.0,96.0
3075,Qatar,QAT,2006,100.0,1.261657,104.0,1.0128924,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2006,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,Acute lower respiratory infections,CHILDCAUSE_CH9,,,,,,,0.006,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,2.0088396,100.0,99.0,95.0,96.0
3076,Qatar,QAT,2006,100.0,1.261657,104.0,1.0128924,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2006,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,Birth asphyxia and birth trauma,CHILDCAUSE_CH11,,,,,,,0.015,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,2.0088396,100.0,99.0,95.0,96.0
3077,Qatar,QAT,2006,100.0,1.261657,104.0,1.0128924,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2006,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,Sepsis and other infectious conditions of the newborn,CHILDCAUSE_CH12,,,,,,,0.0,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,2.0088396,100.0,99.0,95.0,96.0
3078,Qatar,QAT,2006,100.0,1.261657,104.0,1.0128924,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2006,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,HIV/AIDS,CHILDCAUSE_CH2,,,,,,,0.0,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,2.0088396,100.0,99.0,95.0,96.0
3079,Qatar,QAT,2006,100.0,1.261657,104.0,1.0128924,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2006,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,Diarrhoeal diseases,CHILDCAUSE_CH3,,,,,,,0.011,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,2.0088396,100.0,99.0,95.0,96.0
3080,Qatar,QAT,2006,100.0,1.261657,104.0,1.0128924,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2006,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,Tetanus,CHILDCAUSE_CH5,,,,,,,0.0,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,2.0088396,100.0,99.0,95.0,96.0
3081,Qatar,QAT,2006,100.0,1.261657,104.0,1.0128924,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2006,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,Measles,CHILDCAUSE_CH6,,,,,,,0.0,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,2.0088396,100.0,99.0,95.0,96.0
3082,Qatar,QAT,2006,100.0,1.261657,104.0,1.0128924,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2006,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,Meningitis/encephalitis,CHILDCAUSE_CH7,,,,,,,0.028,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,2.0088396,100.0,99.0,95.0,96.0
3083,Qatar,QAT,2006,100.0,1.261657,104.0,1.0128924,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2006,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,Malaria,CHILDCAUSE_CH8,,,,,,,0.0,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,2.0088396,100.0,99.0,95.0,96.0
3084,Qatar,QAT,2006,100.0,1.261657,104.0,1.0128924,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2006,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,Sepsis and other infectious conditions of the newborn,CHILDCAUSE_CH12,,,,,,,0.019,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,2.0088396,100.0,99.0,95.0,96.0
3085,Qatar,QAT,2006,100.0,1.261657,104.0,1.0128924,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2006,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,HIV/AIDS,CHILDCAUSE_CH2,,,,,,,0.0,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,2.0088396,100.0,99.0,95.0,96.0
3086,Qatar,QAT,2006,100.0,1.261657,104.0,1.0128924,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2006,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,Diarrhoeal diseases,CHILDCAUSE_CH3,,,,,,,0.005,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,2.0088396,100.0,99.0,95.0,96.0
3087,Qatar,QAT,2006,100.0,1.261657,104.0,1.0128924,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2006,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,Tetanus,CHILDCAUSE_CH5,,,,,,,0.0,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,2.0088396,100.0,99.0,95.0,96.0
3088,Qatar,QAT,2006,100.0,1.261657,104.0,1.0128924,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2006,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,Measles,CHILDCAUSE_CH6,,,,,,,0.0,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,2.0088396,100.0,99.0,95.0,96.0
3089,Qatar,QAT,2006,100.0,1.261657,104.0,1.0128924,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2006,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,Meningitis/encephalitis,CHILDCAUSE_CH7,,,,,,,0.018,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,2.0088396,100.0,99.0,95.0,96.0
3090,Qatar,QAT,2006,100.0,1.261657,104.0,1.0128924,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2006,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,Malaria,CHILDCAUSE_CH8,,,,,,,0.0,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,2.0088396,100.0,99.0,95.0,96.0
3091,Qatar,QAT,2006,100.0,1.261657,104.0,1.0128924,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2006,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,Acute lower respiratory infections,CHILDCAUSE_CH9,,,,,,,0.046,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,2.0088396,100.0,99.0,95.0,96.0
3092,Qatar,QAT,2006,100.0,1.261657,104.0,1.0128924,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2006,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,Birth asphyxia and birth trauma,CHILDCAUSE_CH11,,,,,,,0.14,,,,,,0.1,,,EN,2018-11-26T23:00:00.000Z,2.0088396,100.0,99.0,95.0,96.0
3093,Qatar,QAT,2006,100.0,1.261657,104.0,1.0128924,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2006,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,"Other communicable, perinatal and nutritional conditions",CHILDCAUSE_CH13,,,,,,,0.11,,,,,,0.1,,,EN,2018-11-26T23:00:00.000Z,2.0088396,100.0,99.0,95.0,96.0
3094,Qatar,QAT,2006,100.0,1.261657,104.0,1.0128924,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2006,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,Prematurity,CHILDCAUSE_CH10,,,,,,,0.062,,,,,,0.1,,,EN,2018-11-26T23:00:00.000Z,2.0088396,100.0,99.0,95.0,96.0
3095,Qatar,QAT,2006,100.0,1.261657,104.0,1.0128924,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2006,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,"Other communicable, perinatal and nutritional conditions",CHILDCAUSE_CH13,,,,,,,0.054,,,,,,0.1,,,EN,2018-11-26T23:00:00.000Z,2.0088396,100.0,99.0,95.0,96.0
3096,Qatar,QAT,2006,100.0,1.261657,104.0,1.0128924,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2006,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,Acute lower respiratory infections,CHILDCAUSE_CH9,,,,,,,0.093,,,,,,0.1,,,EN,2018-11-26T23:00:00.000Z,2.0088396,100.0,99.0,95.0,96.0
3097,Qatar,QAT,2006,100.0,1.261657,104.0,1.0128924,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2006,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,Birth asphyxia and birth trauma,CHILDCAUSE_CH11,,,,,,,0.084,,,,,,0.1,,,EN,2018-11-26T23:00:00.000Z,2.0088396,100.0,99.0,95.0,96.0
3098,Qatar,QAT,2006,100.0,1.261657,104.0,1.0128924,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2006,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,"Other communicable, perinatal and nutritional conditions",CHILDCAUSE_CH13,,,,,,,0.083,,,,,,0.1,,,EN,2018-11-26T23:00:00.000Z,2.0088396,100.0,99.0,95.0,96.0
3099,Qatar,QAT,2006,100.0,1.261657,104.0,1.0128924,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2006,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,Other noncommunicable diseases,CHILDCAUSE_CH16,,,,,,,0.13,,,,,,0.1,,,EN,2018-11-26T23:00:00.000Z,2.0088396,100.0,99.0,95.0,96.0
3100,Qatar,QAT,2006,100.0,1.261657,104.0,1.0128924,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2006,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,Injuries,CHILDCAUSE_CH17,,,,,,,0.094,,,,,,0.1,,,EN,2018-11-26T23:00:00.000Z,2.0088396,100.0,99.0,95.0,96.0
3101,Qatar,QAT,2006,100.0,1.261657,104.0,1.0128924,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2006,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,Injuries,CHILDCAUSE_CH17,,,,,,,0.2,,,,,,0.2,,,EN,2018-11-26T23:00:00.000Z,2.0088396,100.0,99.0,95.0,96.0
3102,Qatar,QAT,2006,100.0,1.261657,104.0,1.0128924,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2006,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,Prematurity,CHILDCAUSE_CH10,,,,,,,0.24,,,,,,0.2,,,EN,2018-11-26T23:00:00.000Z,2.0088396,100.0,99.0,95.0,96.0
3103,Qatar,QAT,2006,100.0,1.261657,104.0,1.0128924,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2006,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,Congenital anomalies,CHILDCAUSE_CH15,,,,,,,0.29,,,,,,0.3,,,EN,2018-11-26T23:00:00.000Z,2.0088396,100.0,99.0,95.0,96.0
3104,Qatar,QAT,2006,100.0,1.261657,104.0,1.0128924,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2006,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,Congenital anomalies,CHILDCAUSE_CH15,,,,,,,0.27,,,,,,0.3,,,EN,2018-11-26T23:00:00.000Z,2.0088396,100.0,99.0,95.0,96.0
3105,Qatar,QAT,2006,100.0,1.261657,104.0,1.0128924,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2006,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,Other noncommunicable diseases,CHILDCAUSE_CH16,,,,,,,0.27,,,,,,0.3,,,EN,2018-11-26T23:00:00.000Z,2.0088396,100.0,99.0,95.0,96.0
3106,Qatar,QAT,2006,100.0,1.261657,104.0,1.0128924,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2006,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,Congenital anomalies,CHILDCAUSE_CH15,,,,,,,0.28,,,,,,0.3,,,EN,2018-11-26T23:00:00.000Z,2.0088396,100.0,99.0,95.0,96.0
3107,Qatar,QAT,2006,100.0,1.261657,104.0,1.0128924,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2006,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,Prematurity,CHILDCAUSE_CH10,,,,,,,0.4,,,,,,0.4,,,EN,2018-11-26T23:00:00.000Z,2.0088396,100.0,99.0,95.0,96.0
3108,Romania,ROU,2009,94.3,1.5654123,2698.0,1.3024786,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,ROU,Romania,Year,2009,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,Sepsis and other infectious conditions of the newborn,CHILDCAUSE_CH12,,,,,,,0.012,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,51.604374,99.5,96.0,95.0,95.0
