Entity,Code,Year,Observation value - Indicator: Under-five mortality rate - Sex: Total - Wealth quintile: Total - Unit of measure: Deaths per 100 live births
Small island developing States (SDG),,1994,7.027458
Small island developing States (SDG),,1995,6.834915
Small island developing States (SDG),,1996,6.6934004
Small island developing States (SDG),,1997,6.485854
Small island developing States (SDG),,1998,6.329505
Small island developing States (SDG),,1999,6.178157
Small island developing States (SDG),,2000,6.012045
Small island developing States (SDG),,2001,5.9030027
Small island developing States (SDG),,2002,5.754059
Small island developing States (SDG),,2003,5.6317463
Small island developing States (SDG),,2004,5.5366564
Small island developing States (SDG),,2005,5.437235
Small island developing States (SDG),,2006,5.346939
Small island developing States (SDG),,2007,5.2298994
Small island developing States (SDG),,2008,5.072781
Small island developing States (SDG),,2009,4.9281635
Small island developing States (SDG),,2010,6.1128016
Small island developing States (SDG),,2011,4.694304
Small island developing States (SDG),,2012,4.594781
Small island developing States (SDG),,2013,4.510447
Small island developing States (SDG),,2014,4.417795
Small island developing States (SDG),,2015,4.3181567
Small island developing States (SDG),,2016,4.2604766
Small island developing States (SDG),,2017,4.1859345
Small island developing States (SDG),,2018,4.091927
Small island developing States (SDG),,2019,4.0102468
Small island developing States (SDG),,2020,3.9130414
Small island developing States (SDG),,2021,3.8178973
Small island developing States (SDG),,2022,3.7134044
Solomon Islands,SLB,1943,27.794653
Solomon Islands,SLB,1944,27.070358
Solomon Islands,SLB,1945,26.37447
Solomon Islands,SLB,1946,25.687815
Solomon Islands,SLB,1947,25.01636
Solomon Islands,SLB,1948,24.367994
Solomon Islands,SLB,1949,23.718868
Solomon Islands,SLB,1950,23.098047
Solomon Islands,SLB,1951,22.47162
Solomon Islands,SLB,1952,21.854076
Solomon Islands,SLB,1953,21.243032
Solomon Islands,SLB,1954,20.623331
Solomon Islands,SLB,1955,20.01043
Solomon Islands,SLB,1956,19.368534
Solomon Islands,SLB,1957,18.742382
Solomon Islands,SLB,1958,18.101656
Solomon Islands,SLB,1959,17.453842
Solomon Islands,SLB,1960,16.797195
Solomon Islands,SLB,1961,16.147919
Solomon Islands,SLB,1962,15.488657
Solomon Islands,SLB,1963,14.833014
Solomon Islands,SLB,1964,14.184771
Solomon Islands,SLB,1965,13.524223
Solomon Islands,SLB,1966,12.842181
Solomon Islands,SLB,1967,12.158058
Solomon Islands,SLB,1968,11.449998
Solomon Islands,SLB,1969,10.729437
Solomon Islands,SLB,1970,10.015512
Solomon Islands,SLB,1971,9.328572
Solomon Islands,SLB,1972,8.683673
Solomon Islands,SLB,1973,8.085838
Solomon Islands,SLB,1974,7.534958
Solomon Islands,SLB,1975,7.8222094
Solomon Islands,SLB,1976,6.595122
Solomon Islands,SLB,1977,6.188792
Solomon Islands,SLB,1978,5.835473
Solomon Islands,SLB,1979,5.528651
Solomon Islands,SLB,1980,5.261939
Solomon Islands,SLB,1981,5.033075
Solomon Islands,SLB,1982,4.830716
Solomon Islands,SLB,1983,4.6554346
Solomon Islands,SLB,1984,4.5043683
Solomon Islands,SLB,1985,4.3685446
Solomon Islands,SLB,1986,4.238363
Solomon Islands,SLB,1987,4.125752
Solomon Islands,SLB,1988,4.0167236
Solomon Islands,SLB,1989,3.915315
Solomon Islands,SLB,1990,3.8144665
Solomon Islands,SLB,1991,3.7133224
Solomon Islands,SLB,1992,3.616033
Solomon Islands,SLB,1993,3.519416
Solomon Islands,SLB,1994,3.4313824
Solomon Islands,SLB,1995,3.3541226
Solomon Islands,SLB,1996,3.2862518
Solomon Islands,SLB,1997,3.2279503
Solomon Islands,SLB,1998,3.1740012
Solomon Islands,SLB,1999,3.1253695
Solomon Islands,SLB,2000,3.0824952
Solomon Islands,SLB,2001,3.046757
Solomon Islands,SLB,2002,3.0185304
Solomon Islands,SLB,2003,2.9908757
Solomon Islands,SLB,2004,2.961892
Solomon Islands,SLB,2005,2.9319065
Solomon Islands,SLB,2006,2.8912487
Solomon Islands,SLB,2007,2.8424475
Solomon Islands,SLB,2008,2.7842631
Solomon Islands,SLB,2009,2.7156339
Solomon Islands,SLB,2010,2.645719
Solomon Islands,SLB,2011,2.5728526
Solomon Islands,SLB,2012,2.501623
Solomon Islands,SLB,2013,2.4282455
Solomon Islands,SLB,2014,2.3550453
Solomon Islands,SLB,2015,2.283837
Solomon Islands,SLB,2016,2.2161727
Solomon Islands,SLB,2017,2.1487606
Solomon Islands,SLB,2018,2.0777507
Solomon Islands,SLB,2019,2.0123775
Solomon Islands,SLB,2020,1.9492391
Solomon Islands,SLB,2021,1.886142
Solomon Islands,SLB,2022,1.8284231
Somalia,SOM,1982,20.028778
Somalia,SOM,1983,19.683613
Somalia,SOM,1984,19.419498
Somalia,SOM,1985,19.1708
Somalia,SOM,1986,18.991783
Somalia,SOM,1987,18.790152
Somalia,SOM,1988,18.56451
Somalia,SOM,1989,18.287655
Somalia,SOM,1990,17.91382
Somalia,SOM,1991,17.557589
Somalia,SOM,1992,17.320137
Somalia,SOM,1993,17.212002
Somalia,SOM,1994,17.188328
Somalia,SOM,1995,17.188137
Somalia,SOM,1996,17.188137
Somalia,SOM,1997,17.188137
Somalia,SOM,1998,17.188137
Somalia,SOM,1999,17.188137
Somalia,SOM,2000,17.188137
Somalia,SOM,2001,17.188137
Somalia,SOM,2002,17.188137
Somalia,SOM,2003,17.188137
Somalia,SOM,2004,17.188137
Somalia,SOM,2005,17.182713
Somalia,SOM,2006,17.12444
Somalia,SOM,2007,16.92959
Somalia,SOM,2008,16.589088
Somalia,SOM,2009,16.10567
Somalia,SOM,2010,15.609075
Somalia,SOM,2011,15.122319
Somalia,SOM,2012,14.624013
Somalia,SOM,2013,14.133604
Somalia,SOM,2014,13.695534
Somalia,SOM,2015,13.26309
Somalia,SOM,2016,12.854897
Somalia,SOM,2017,12.423318
Somalia,SOM,2018,12.024295
Somalia,SOM,2019,11.654082
Somalia,SOM,2020,11.287394
Somalia,SOM,2021,10.935917
Somalia,SOM,2022,10.613298
South Africa,ZAF,1974,12.933836
South Africa,ZAF,1975,12.286531
South Africa,ZAF,1976,11.6692915
South Africa,ZAF,1977,11.072382
South Africa,ZAF,1978,10.511965
South Africa,ZAF,1979,9.982151
South Africa,ZAF,1980,9.487742
South Africa,ZAF,1981,9.027273
South Africa,ZAF,1982,8.601094
South Africa,ZAF,1983,8.203653
South Africa,ZAF,1984,7.839784
South Africa,ZAF,1985,7.4951067
South Africa,ZAF,1986,7.183707
South Africa,ZAF,1987,6.891288
South Africa,ZAF,1988,6.6322174
South Africa,ZAF,1989,6.410722
South Africa,ZAF,1990,6.2312956
South Africa,ZAF,1991,6.0962424
South Africa,ZAF,1992,6.019248
South Africa,ZAF,1993,6.0015774
South Africa,ZAF,1994,6.0419374
South Africa,ZAF,1995,6.1316347
South Africa,ZAF,1996,6.2686443
South Africa,ZAF,1997,6.4595437
South Africa,ZAF,1998,6.6593423
South Africa,ZAF,1999,6.8554406
South Africa,ZAF,2000,7.102356
South Africa,ZAF,2001,7.321931
South Africa,ZAF,2002,7.512049
South Africa,ZAF,2003,7.631283
South Africa,ZAF,2004,7.7486544
South Africa,ZAF,2005,7.899451
South Africa,ZAF,2006,7.8715615
South Africa,ZAF,2007,7.4485755
South Africa,ZAF,2008,6.7947373
South Africa,ZAF,2009,6.0044355
South Africa,ZAF,2010,5.163795
South Africa,ZAF,2011,4.553844
South Africa,ZAF,2012,4.165784
South Africa,ZAF,2013,3.9798427
South Africa,ZAF,2014,3.8585262
South Africa,ZAF,2015,3.7823067
South Africa,ZAF,2016,3.7159526
South Africa,ZAF,2017,3.6598847
South Africa,ZAF,2018,3.6073158
South Africa,ZAF,2019,3.5573864
South Africa,ZAF,2020,3.526797
South Africa,ZAF,2021,3.4704642
South Africa,ZAF,2022,3.4539554
South America,,1934,26.65951
South America,,1935,26.389029
South America,,1936,26.086187
South America,,1937,25.80801
South America,,1938,25.541996
South America,,1939,25.249895
South America,,1940,25.006298
South America,,1941,24.700096
South America,,1942,24.421322
South America,,1943,24.100637
South America,,1944,23.77199
South America,,1945,23.40998
South America,,1946,23.048689
South America,,1947,22.675617
South America,,1948,22.290022
South America,,1949,21.210331
South America,,1950,20.805752
South America,,1951,19.633146
South America,,1952,20.09165
South America,,1953,19.543077
South America,,1954,18.69939
South America,,1955,18.293745
South America,,1956,17.667751
South America,,1957,17.223116
South America,,1958,16.788944
South America,,1959,16.36094
South America,,1960,16.303343
South America,,1961,15.857803
South America,,1962,15.41995
South America,,1963,14.984502
South America,,1964,14.555009
South America,,1965,14.131849
South America,,1966,13.7336235
South America,,1967,13.358116
South America,,1968,13.003797
South America,,1969,11.994008
South America,,1970,11.931524
South America,,1971,11.417156
South America,,1972,11.116064
South America,,1973,10.805142
South America,,1974,10.472758
South America,,1975,10.118924
South America,,1976,9.747124
South America,,1977,9.364517
South America,,1978,8.971252
South America,,1979,8.581653
South America,,1980,8.199427
South America,,1981,7.828605
South America,,1982,7.472416
South America,,1983,7.1379013
South America,,1984,6.827897
South America,,1985,6.60048
South America,,1986,6.2851596
South America,,1987,6.0419044
South America,,1988,5.8123484
South America,,1989,5.5913253
South America,,1990,5.3670177
South America,,1991,5.13795
South America,,1992,4.9001217
South America,,1993,4.6537323
South America,,1994,4.4042826
South America,,1995,4.159178
South America,,1996,3.9198103
South America,,1997,3.690672
South America,,1998,3.4748552
South America,,1999,3.273533
South America,,2000,3.086171
South America,,2001,2.9129274
South America,,2002,2.7517297
South America,,2003,2.6006525
South America,,2004,2.4588037
South America,,2005,2.32743
South America,,2006,2.2075293
South America,,2007,2.0990672
South America,,2008,2.0026367
South America,,2009,1.9171147
South America,,2010,1.8418455
South America,,2011,1.7747263
South America,,2012,1.7160205
South America,,2013,1.6654235
South America,,2014,1.622097
South America,,2015,1.5886552
South America,,2016,1.6442453
South America,,2017,1.5561608
South America,,2018,1.5224073
South America,,2019,1.4893637
South America,,2020,1.4576377
South America,,2021,1.426549
South America,,2022,1.3962973
South Korea,KOR,1950,36.553925
South Korea,KOR,1951,30.96841
South Korea,KOR,1952,26.319178
South Korea,KOR,1953,22.532454
South Korea,KOR,1954,19.487421
South Korea,KOR,1955,17.094501
South Korea,KOR,1956,15.23947
South Korea,KOR,1957,13.819944
South Korea,KOR,1958,12.744944
South Korea,KOR,1959,11.899925
South Korea,KOR,1960,11.236445
South Korea,KOR,1961,10.686208
South Korea,KOR,1962,10.200075
South Korea,KOR,1963,9.718744
South Korea,KOR,1964,9.234319
South Korea,KOR,1965,8.726871
South Korea,KOR,1966,8.199374
South Korea,KOR,1967,7.6593733
South Korea,KOR,1968,7.1225953
South Korea,KOR,1969,6.6056128
South Korea,KOR,1970,6.133941
South Korea,KOR,1971,5.7181044
South Korea,KOR,1972,5.3615875
South Korea,KOR,1973,5.062034
South Korea,KOR,1974,4.8144383
South Korea,KOR,1975,4.604436
South Korea,KOR,1976,4.4158163
South Korea,KOR,1977,4.2327676
South Korea,KOR,1978,4.045299
South Korea,KOR,1979,3.844907
South Korea,KOR,1980,3.6286023
South Korea,KOR,1981,3.4004693
South Korea,KOR,1982,3.163142
South Korea,KOR,1983,2.9255552
South Korea,KOR,1984,2.691509
South Korea,KOR,1985,2.463904
South Korea,KOR,1986,2.246193
South Korea,KOR,1987,2.0448697
South Korea,KOR,1988,1.8654149
South Korea,KOR,1989,1.705786
South Korea,KOR,1990,1.5655116
South Korea,KOR,1991,1.4401814
South Korea,KOR,1992,1.3280722
South Korea,KOR,1993,1.2264336
South Korea,KOR,1994,1.1340423
South Korea,KOR,1995,1.0502216
South Korea,KOR,1996,0.9748065
South Korea,KOR,1997,0.90836775
South Korea,KOR,1998,0.8498415
South Korea,KOR,1999,0.7985908
South Korea,KOR,2000,0.75440776
South Korea,KOR,2001,0.71523285
South Korea,KOR,2002,0.6776465
South Korea,KOR,2003,0.63855153
South Korea,KOR,2004,0.59801394
South Korea,KOR,2005,0.556929
South Korea,KOR,2006,0.51761204
South Korea,KOR,2007,0.4825422
South Korea,KOR,2008,0.45374218
South Korea,KOR,2009,0.43090314
South Korea,KOR,2010,0.41251412
South Korea,KOR,2011,0.39751732
South Korea,KOR,2012,0.38469812
South Korea,KOR,2013,0.37283164
South Korea,KOR,2014,0.36182532
South Korea,KOR,2015,0.35171098
South Korea,KOR,2016,0.34231204
South Korea,KOR,2017,0.33292192
South Korea,KOR,2018,0.3229966
South Korea,KOR,2019,0.3121981
South Korea,KOR,2020,0.30076593
South Korea,KOR,2021,0.28895628
South Korea,KOR,2022,0.27733305
South Sudan,SSD,1954,37.391846
South Sudan,SSD,1955,37.026066
South Sudan,SSD,1956,36.761898
South Sudan,SSD,1957,36.50972
South Sudan,SSD,1958,36.283047
South Sudan,SSD,1959,36.01722
South Sudan,SSD,1960,35.765278
South Sudan,SSD,1961,35.493965
South Sudan,SSD,1962,35.19581
South Sudan,SSD,1963,34.947186
South Sudan,SSD,1964,34.662
South Sudan,SSD,1965,34.351944
South Sudan,SSD,1966,34.03503
South Sudan,SSD,1967,33.66056
South Sudan,SSD,1968,33.354942
South Sudan,SSD,1969,33.065002
South Sudan,SSD,1970,32.684532
South Sudan,SSD,1971,32.330772
South Sudan,SSD,1972,31.986423
South Sudan,SSD,1973,31.59501
South Sudan,SSD,1974,31.264994
South Sudan,SSD,1975,30.909887
South Sudan,SSD,1976,30.531902
South Sudan,SSD,1977,30.19375
South Sudan,SSD,1978,29.852743
South Sudan,SSD,1979,29.522564
South Sudan,SSD,1980,29.175226
South Sudan,SSD,1981,28.841106
South Sudan,SSD,1982,28.522165
South Sudan,SSD,1983,28.174982
South Sudan,SSD,1984,27.800049
South Sudan,SSD,1985,27.38499
South Sudan,SSD,1986,26.975134
South Sudan,SSD,1987,26.550426
South Sudan,SSD,1988,26.104904
South Sudan,SSD,1989,25.656857
South Sudan,SSD,1990,25.18597
South Sudan,SSD,1991,24.682247
South Sudan,SSD,1992,24.112568
South Sudan,SSD,1993,23.505184
South Sudan,SSD,1994,22.853535
South Sudan,SSD,1995,22.170986
South Sudan,SSD,1996,21.448158
South Sudan,SSD,1997,20.693422
South Sudan,SSD,1998,19.883747
South Sudan,SSD,1999,19.043415
South Sudan,SSD,2000,18.175476
South Sudan,SSD,2001,17.272959
South Sudan,SSD,2002,16.40131
South Sudan,SSD,2003,15.584467
South Sudan,SSD,2004,14.786751
South Sudan,SSD,2005,14.042554
South Sudan,SSD,2006,13.334353
South Sudan,SSD,2007,12.673813
South Sudan,SSD,2008,12.046041
South Sudan,SSD,2009,11.471237
South Sudan,SSD,2010,10.920229
South Sudan,SSD,2011,10.434698
South Sudan,SSD,2012,10.0951
South Sudan,SSD,2013,9.923925
South Sudan,SSD,2014,9.879994
South Sudan,SSD,2015,9.87726
South Sudan,SSD,2016,9.87726
South Sudan,SSD,2017,9.87726
South Sudan,SSD,2018,9.87726
South Sudan,SSD,2019,9.87726
South Sudan,SSD,2020,9.87726
South Sudan,SSD,2021,9.87726
South Sudan,SSD,2022,9.87726
South-Eastern Asia (SDG),,1990,7.1856184
South-Eastern Asia (SDG),,1991,6.8845663
South-Eastern Asia (SDG),,1992,6.5883307
South-Eastern Asia (SDG),,1993,6.3180017
South-Eastern Asia (SDG),,1994,6.0694923
South-Eastern Asia (SDG),,1995,5.832083
South-Eastern Asia (SDG),,1996,5.606591
South-Eastern Asia (SDG),,1997,5.3882337
South-Eastern Asia (SDG),,1998,5.180296
South-Eastern Asia (SDG),,1999,4.9848413
South-Eastern Asia (SDG),,2000,4.7849894
South-Eastern Asia (SDG),,2001,4.592415
South-Eastern Asia (SDG),,2002,4.407477
South-Eastern Asia (SDG),,2003,4.227376
South-Eastern Asia (SDG),,2004,4.298483
South-Eastern Asia (SDG),,2005,3.8962166
South-Eastern Asia (SDG),,2006,3.7492783
South-Eastern Asia (SDG),,2007,3.6072648
South-Eastern Asia (SDG),,2008,3.746841
South-Eastern Asia (SDG),,2009,3.335678
South-Eastern Asia (SDG),,2010,3.2160835
South-Eastern Asia (SDG),,2011,3.0999477
South-Eastern Asia (SDG),,2012,2.989289
South-Eastern Asia (SDG),,2013,2.8910244
South-Eastern Asia (SDG),,2014,2.80317
South-Eastern Asia (SDG),,2015,2.7248394
South-Eastern Asia (SDG),,2016,2.6576726
South-Eastern Asia (SDG),,2017,2.595409
South-Eastern Asia (SDG),,2018,2.5358682
South-Eastern Asia (SDG),,2019,2.480926
South-Eastern Asia (SDG),,2020,2.4249415
South-Eastern Asia (SDG),,2021,2.3680873
South-Eastern Asia (SDG),,2022,2.309081
Southern Asia (SDG),,1990,12.695107
Southern Asia (SDG),,1991,12.316317
Southern Asia (SDG),,1992,11.962488
Southern Asia (SDG),,1993,11.63096
Southern Asia (SDG),,1994,11.318925
Southern Asia (SDG),,1995,10.99114
Southern Asia (SDG),,1996,10.652359
Southern Asia (SDG),,1997,10.298335
Southern Asia (SDG),,1998,9.935499
Southern Asia (SDG),,1999,9.568082
Southern Asia (SDG),,2000,9.201345
Southern Asia (SDG),,2001,8.843186
Southern Asia (SDG),,2002,8.49982
Southern Asia (SDG),,2003,8.171267
Southern Asia (SDG),,2004,7.867894
Southern Asia (SDG),,2005,7.545677
Southern Asia (SDG),,2006,7.241286
Southern Asia (SDG),,2007,6.948507
Southern Asia (SDG),,2008,6.6552672
Southern Asia (SDG),,2009,6.378873
Southern Asia (SDG),,2010,6.095011
Southern Asia (SDG),,2011,5.8231974
Southern Asia (SDG),,2012,5.554889
Southern Asia (SDG),,2013,5.291432
Southern Asia (SDG),,2014,5.0404296
Southern Asia (SDG),,2015,4.799718
Southern Asia (SDG),,2016,4.569663
Southern Asia (SDG),,2017,4.3581314
Southern Asia (SDG),,2018,4.1625733
Southern Asia (SDG),,2019,3.9865048
Southern Asia (SDG),,2020,3.8173778
Southern Asia (SDG),,2021,3.6553588
Southern Asia (SDG),,2022,3.508683
Spain,ESP,1949,11.675511
Spain,ESP,1950,10.35351
Spain,ESP,1951,9.234072
Spain,ESP,1952,8.338765
Spain,ESP,1953,7.6674833
Spain,ESP,1954,7.17408
Spain,ESP,1955,6.799674
Spain,ESP,1956,6.4973173
Spain,ESP,1957,6.2356467
Spain,ESP,1958,5.9841094
Spain,ESP,1959,5.7315874
Spain,ESP,1960,5.4703503
Spain,ESP,1961,5.200151
Spain,ESP,1962,4.9347997
Spain,ESP,1963,4.6854
Spain,ESP,1964,4.4520926
Spain,ESP,1965,4.2343817
Spain,ESP,1966,4.030035
Spain,ESP,1967,3.82555
Spain,ESP,1968,3.6140525
Spain,ESP,1969,3.3924918
Spain,ESP,1970,3.1644588
Spain,ESP,1971,2.9345202
Spain,ESP,1972,2.715439
Spain,ESP,1973,2.5153584
Spain,ESP,1974,2.3346276
Spain,ESP,1975,2.1697567
Spain,ESP,1976,2.0177886
Spain,ESP,1977,1.8732458
Spain,ESP,1978,1.734441
Spain,ESP,1979,1.6042862
Spain,ESP,1980,1.4870298
Spain,ESP,1981,1.3848574
Spain,ESP,1982,1.2978218
Spain,ESP,1983,1.2251489
Spain,ESP,1984,1.164443
Spain,ESP,1985,1.1133507
Spain,ESP,1986,1.0696967
Spain,ESP,1987,1.0299883
Spain,ESP,1988,0.9918181
Spain,ESP,1989,0.9538541
Spain,ESP,1990,0.9154874
Spain,ESP,1991,0.8761051
Spain,ESP,1992,0.8334177
Spain,ESP,1993,0.7859601
Spain,ESP,1994,0.73649204
Spain,ESP,1995,0.6895722
Spain,ESP,1996,0.6478292
Spain,ESP,1997,0.61238766
Spain,ESP,1998,0.5835249
Spain,ESP,1999,0.560723
Spain,ESP,2000,0.5425743
Spain,ESP,2001,0.5278544
Spain,ESP,2002,0.5146812
Spain,ESP,2003,0.50150543
Spain,ESP,2004,0.48744154
Spain,ESP,2005,0.47188392
Spain,ESP,2006,0.45464453
Spain,ESP,2007,0.43662757
Spain,ESP,2008,0.41848454
Spain,ESP,2009,0.40090412
Spain,ESP,2010,0.38441497
Spain,ESP,2011,0.36944252
Spain,ESP,2012,0.3565037
Spain,ESP,2013,0.34581128
Spain,ESP,2014,0.3373328
Spain,ESP,2015,0.33134356
Spain,ESP,2016,0.32738826
Spain,ESP,2017,0.32434136
Spain,ESP,2018,0.32102805
Spain,ESP,2019,0.31701672
Spain,ESP,2020,0.3124165
Spain,ESP,2021,0.30701587
Spain,ESP,2022,0.30099192
Sri Lanka,LKA,1951,13.043291
Sri Lanka,LKA,1952,12.891554
Sri Lanka,LKA,1953,12.720723
Sri Lanka,LKA,1954,12.4914465
Sri Lanka,LKA,1955,12.189131
Sri Lanka,LKA,1956,11.769902
Sri Lanka,LKA,1957,11.243615
Sri Lanka,LKA,1958,10.627555
Sri Lanka,LKA,1959,9.974379
Sri Lanka,LKA,1960,9.39374
Sri Lanka,LKA,1961,8.972792
Sri Lanka,LKA,1962,8.685811
Sri Lanka,LKA,1963,8.472583
Sri Lanka,LKA,1964,8.283783
Sri Lanka,LKA,1965,8.0763235
Sri Lanka,LKA,1966,7.8204317
Sri Lanka,LKA,1967,7.547437
Sri Lanka,LKA,1968,7.312524
Sri Lanka,LKA,1969,7.141635
Sri Lanka,LKA,1970,7.023462
Sri Lanka,LKA,1971,6.937139
Sri Lanka,LKA,1972,6.8573165
Sri Lanka,LKA,1973,6.7587595
Sri Lanka,LKA,1974,6.61333
Sri Lanka,LKA,1975,6.4048653
Sri Lanka,LKA,1976,6.11611
Sri Lanka,LKA,1977,5.7664423
Sri Lanka,LKA,1978,5.3808203
Sri Lanka,LKA,1979,4.986491
Sri Lanka,LKA,1980,4.6179495
Sri Lanka,LKA,1981,4.297263
Sri Lanka,LKA,1982,3.9985108
Sri Lanka,LKA,1983,3.6851647
Sri Lanka,LKA,1984,3.3500466
Sri Lanka,LKA,1985,3.0249445
Sri Lanka,LKA,1986,2.7370586
Sri Lanka,LKA,1987,2.5077872
Sri Lanka,LKA,1988,2.3528128
Sri Lanka,LKA,1989,2.6574779
Sri Lanka,LKA,1990,2.22579
Sri Lanka,LKA,1991,2.1967523
Sri Lanka,LKA,1992,2.1682212
Sri Lanka,LKA,1993,2.134112
Sri Lanka,LKA,1994,2.0921574
Sri Lanka,LKA,1995,2.0411592
Sri Lanka,LKA,1996,1.9817562
Sri Lanka,LKA,1997,1.913415
Sri Lanka,LKA,1998,1.8355253
Sri Lanka,LKA,1999,1.752238
Sri Lanka,LKA,2000,1.6742312
Sri Lanka,LKA,2001,1.6100991
Sri Lanka,LKA,2002,1.5580472
Sri Lanka,LKA,2003,1.5122621
Sri Lanka,LKA,2004,2.873719
Sri Lanka,LKA,2005,1.4084098
Sri Lanka,LKA,2006,1.3345364
Sri Lanka,LKA,2007,1.2574759
Sri Lanka,LKA,2008,1.1956326
Sri Lanka,LKA,2009,2.0759034
Sri Lanka,LKA,2010,1.1219234
Sri Lanka,LKA,2011,1.0835959
Sri Lanka,LKA,2012,1.037217
Sri Lanka,LKA,2013,0.9850341
Sri Lanka,LKA,2014,0.930031
Sri Lanka,LKA,2015,0.87758714
Sri Lanka,LKA,2016,0.83146477
Sri Lanka,LKA,2017,0.7918523
Sri Lanka,LKA,2018,0.75664
Sri Lanka,LKA,2019,0.72696126
Sri Lanka,LKA,2020,0.69839567
Sri Lanka,LKA,2021,0.6720552
Sri Lanka,LKA,2022,0.64928186
Sub-Saharan Africa (SDG),,1990,18.084524
Sub-Saharan Africa (SDG),,1991,17.926449
Sub-Saharan Africa (SDG),,1992,17.767817
Sub-Saharan Africa (SDG),,1993,17.627918
Sub-Saharan Africa (SDG),,1994,17.691978
Sub-Saharan Africa (SDG),,1995,17.175076
Sub-Saharan Africa (SDG),,1996,16.881618
Sub-Saharan Africa (SDG),,1997,16.562883
Sub-Saharan Africa (SDG),,1998,16.184254
Sub-Saharan Africa (SDG),,1999,15.737442
Sub-Saharan Africa (SDG),,2000,15.246435
Sub-Saharan Africa (SDG),,2001,14.711454
Sub-Saharan Africa (SDG),,2002,14.151097
Sub-Saharan Africa (SDG),,2003,13.585225
Sub-Saharan Africa (SDG),,2004,13.022558
Sub-Saharan Africa (SDG),,2005,12.481912
Sub-Saharan Africa (SDG),,2006,11.976922
Sub-Saharan Africa (SDG),,2007,11.488273
Sub-Saharan Africa (SDG),,2008,11.01946
Sub-Saharan Africa (SDG),,2009,10.58418
Sub-Saharan Africa (SDG),,2010,10.198648
Sub-Saharan Africa (SDG),,2011,9.844332
Sub-Saharan Africa (SDG),,2012,9.519175
Sub-Saharan Africa (SDG),,2013,9.217559
Sub-Saharan Africa (SDG),,2014,8.960585
Sub-Saharan Africa (SDG),,2015,8.7242775
Sub-Saharan Africa (SDG),,2016,8.48274
Sub-Saharan Africa (SDG),,2017,8.26087
Sub-Saharan Africa (SDG),,2018,8.028268
Sub-Saharan Africa (SDG),,2019,7.7989173
Sub-Saharan Africa (SDG),,2020,7.5773835
Sub-Saharan Africa (SDG),,2021,7.3571215
Sub-Saharan Africa (SDG),,2022,7.14429
Sudan,SDN,1953,19.974476
Sudan,SDN,1954,19.640347
Sudan,SDN,1955,19.320972
Sudan,SDN,1956,18.990685
Sudan,SDN,1957,18.67449
Sudan,SDN,1958,18.367483
Sudan,SDN,1959,18.061789
Sudan,SDN,1960,17.779865
Sudan,SDN,1961,17.493565
Sudan,SDN,1962,17.225277
Sudan,SDN,1963,16.964954
Sudan,SDN,1964,16.728384
Sudan,SDN,1965,16.504673
Sudan,SDN,1966,16.297812
Sudan,SDN,1967,16.127655
Sudan,SDN,1968,15.979774
Sudan,SDN,1969,15.852407
Sudan,SDN,1970,15.74924
Sudan,SDN,1971,15.653041
Sudan,SDN,1972,15.566243
Sudan,SDN,1973,15.469446
Sudan,SDN,1974,15.381673
Sudan,SDN,1975,15.280706
Sudan,SDN,1976,15.167872
Sudan,SDN,1977,15.056597
Sudan,SDN,1978,14.942731
Sudan,SDN,1979,14.829363
Sudan,SDN,1980,14.7124
Sudan,SDN,1981,14.598989
Sudan,SDN,1982,14.483455
Sudan,SDN,1983,18.161898
Sudan,SDN,1984,17.959059
Sudan,SDN,1985,17.771126
Sudan,SDN,1986,13.954867
Sudan,SDN,1987,13.778354
Sudan,SDN,1988,13.591893
Sudan,SDN,1989,13.384735
Sudan,SDN,1990,13.172641
Sudan,SDN,1991,12.946086
Sudan,SDN,1992,12.705045
Sudan,SDN,1993,12.457357
Sudan,SDN,1994,12.201437
Sudan,SDN,1995,11.933016
Sudan,SDN,1996,11.644934
Sudan,SDN,1997,11.34259
Sudan,SDN,1998,11.023039
Sudan,SDN,1999,10.688279
Sudan,SDN,2000,10.344607
Sudan,SDN,2001,9.997831
Sudan,SDN,2002,9.651834
Sudan,SDN,2003,9.323052
Sudan,SDN,2004,9.00462
Sudan,SDN,2005,8.700287
Sudan,SDN,2006,8.415876
Sudan,SDN,2007,8.1454735
Sudan,SDN,2008,7.898753
Sudan,SDN,2009,7.6651525
Sudan,SDN,2010,7.4436913
Sudan,SDN,2011,7.241315
Sudan,SDN,2012,7.043086
Sudan,SDN,2013,6.8529005
Sudan,SDN,2014,6.6575155
Sudan,SDN,2015,6.4702516
Sudan,SDN,2016,6.274651
Sudan,SDN,2017,6.077525
Sudan,SDN,2018,5.8950677
Sudan,SDN,2019,5.7105513
Sudan,SDN,2020,5.5297256
Sudan,SDN,2021,5.3437667
Sudan,SDN,2022,5.1561966
Suriname,SUR,1983,5.7179747
Suriname,SUR,1984,5.5226736
Suriname,SUR,1985,5.3295593
Suriname,SUR,1986,5.153345
Suriname,SUR,1987,4.98135
Suriname,SUR,1988,4.818085
Suriname,SUR,1989,4.658187
Suriname,SUR,1990,4.5018883
Suriname,SUR,1991,4.345528
Suriname,SUR,1992,4.1919775
Suriname,SUR,1993,4.039174
Suriname,SUR,1994,3.8894913
Suriname,SUR,1995,3.7447019
Suriname,SUR,1996,3.6058395
Suriname,SUR,1997,3.4739087
