Entity,Code,Year,Births attended by skilled health staff (% of total)
Slovenia,SVN,1995,99.9
Slovenia,SVN,1996,99.9
Slovenia,SVN,1997,99.9
Slovenia,SVN,1998,99.8
Slovenia,SVN,1999,99.9
Slovenia,SVN,2000,99.9
Slovenia,SVN,2001,99.9
Slovenia,SVN,2002,99.9
Slovenia,SVN,2003,99.9
Slovenia,SVN,2004,99.9
Slovenia,SVN,2005,99.9
Slovenia,SVN,2006,99.9
Slovenia,SVN,2007,99.9
Slovenia,SVN,2008,99.9
Slovenia,SVN,2009,99.9
Slovenia,SVN,2010,99.9
Slovenia,SVN,2011,99.9
Slovenia,SVN,2012,99.8
Solomon Islands,SLB,1990,85
Solomon Islands,SLB,1994,83.5
Solomon Islands,SLB,1999,85
Solomon Islands,SLB,2007,85.5
Solomon Islands,SLB,2015,86.2
Somalia,SOM,1999,19.3
Somalia,SOM,2000,19.3
Somalia,SOM,2002,24.8
Somalia,SOM,2006,9.4
Somalia,SOM,2019,31.9
South Africa,ZAF,1994,82
South Africa,ZAF,1995,82
South Africa,ZAF,1998,84.4
South Africa,ZAF,2003,91.2
South Africa,ZAF,2004,91.2
South Africa,ZAF,2008,94.3
South Africa,ZAF,2016,96.7
South Asia (WB),,2000,36.061634
South Asia (WB),,2010,47.80171
South Asia (WB),,2019,81.75477
South Korea,KOR,1990,98
South Korea,KOR,1991,97.9
South Korea,KOR,1994,98.4
South Korea,KOR,1997,99.6
South Korea,KOR,2000,99.9
South Korea,KOR,2003,99.9
South Korea,KOR,2009,99.9
South Korea,KOR,2012,99.8
South Korea,KOR,2015,100
South Sudan,SSD,2006,9.7
South Sudan,SSD,2010,19.4
Spain,ESP,2015,99.9
Spain,ESP,2018,99.9
Spain,ESP,2019,99.9
Spain,ESP,2020,99.9
Sri Lanka,LKA,1987,87.2
Sri Lanka,LKA,1993,94.1
Sri Lanka,LKA,2000,96
Sri Lanka,LKA,2007,98.6
Sri Lanka,LKA,2014,99.95
Sri Lanka,LKA,2016,99.5
Sub-Saharan Africa (WB),,2000,41.106354
Sub-Saharan Africa (WB),,2010,50.61373
Sub-Saharan Africa (WB),,2019,63.373604
Sudan,SDN,1990,68.5
Sudan,SDN,2006,49.2
Sudan,SDN,2010,72.5
Sudan,SDN,2014,77.7
Suriname,SUR,1995,80
Suriname,SUR,2000,70.9
Suriname,SUR,2002,90
Suriname,SUR,2004,90
Suriname,SUR,2006,86.5
Suriname,SUR,2007,90
Suriname,SUR,2008,90
Suriname,SUR,2009,90
Suriname,SUR,2010,90
Suriname,SUR,2015,90
Suriname,SUR,2018,98.4
Sweden,SWE,1987,100
Switzerland,CHE,2006,100
Syria,SYR,1993,76.9
Syria,SYR,2004,89.7
Syria,SYR,2006,91.5
Syria,SYR,2009,96.2
Tajikistan,TJK,1989,93.6
Tajikistan,TJK,1991,90.3
Tajikistan,TJK,1994,82.6
Tajikistan,TJK,1995,80.9
Tajikistan,TJK,1996,79
Tajikistan,TJK,1997,72.6
Tajikistan,TJK,1998,74.1
Tajikistan,TJK,1999,66.6
Tajikistan,TJK,2000,70.7
Tajikistan,TJK,2001,81.1
Tajikistan,TJK,2002,88.7
Tajikistan,TJK,2003,88.1
Tajikistan,TJK,2004,75.1
Tajikistan,TJK,2005,82.4
Tajikistan,TJK,2006,78.3
Tajikistan,TJK,2007,88.4
Tajikistan,TJK,2008,85
Tajikistan,TJK,2009,87.1
Tajikistan,TJK,2010,87.7
Tajikistan,TJK,2011,89
Tajikistan,TJK,2012,86.4
Tajikistan,TJK,2013,90.8
Tajikistan,TJK,2014,90.3
Tajikistan,TJK,2015,98
Tajikistan,TJK,2017,94.8
Tanzania,TZA,1992,52.2
Tanzania,TZA,1996,46.7
Tanzania,TZA,1999,43.8
Tanzania,TZA,2004,43.4
Tanzania,TZA,2005,45.1
Tanzania,TZA,2010,50.2
Tanzania,TZA,2012,61.4
Tanzania,TZA,2016,63.7
Thailand,THA,1987,65.9
Thailand,THA,2000,99.3
Thailand,THA,2006,96.9
Thailand,THA,2009,99.4
Thailand,THA,2012,99.6
Thailand,THA,2013,99.6
Thailand,THA,2016,99.1
Thailand,THA,2019,99.1
Togo,TGO,1988,45.7
Togo,TGO,1998,50.5
Togo,TGO,2000,35.4
Togo,TGO,2003,60.8
Togo,TGO,2006,52.4
Togo,TGO,2010,43.9
Togo,TGO,2014,44.6
Togo,TGO,2017,69.4
Tonga,TON,1990,94
Tonga,TON,1991,92
Tonga,TON,1999,96
Tonga,TON,2000,95
Tonga,TON,2001,95.3
Tonga,TON,2002,95.1
Tonga,TON,2003,97
Tonga,TON,2004,98
Tonga,TON,2005,96.1
Tonga,TON,2006,98
Tonga,TON,2007,98
Tonga,TON,2008,97
Tonga,TON,2009,98.1
Tonga,TON,2010,99
Tonga,TON,2012,95.5
Tonga,TON,2019,98.3
Trinidad and Tobago,TTO,1987,97.7
Trinidad and Tobago,TTO,1993,98.3
Trinidad and Tobago,TTO,1994,98
Trinidad and Tobago,TTO,1995,97.5
Trinidad and Tobago,TTO,1996,98
Trinidad and Tobago,TTO,1997,98.4
Trinidad and Tobago,TTO,1998,98.2
Trinidad and Tobago,TTO,1999,98.4
Trinidad and Tobago,TTO,2000,96
Trinidad and Tobago,TTO,2001,99.5
Trinidad and Tobago,TTO,2002,98.7
Trinidad and Tobago,TTO,2003,99.7
Trinidad and Tobago,TTO,2004,99.7
Trinidad and Tobago,TTO,2006,96.9
Trinidad and Tobago,TTO,2008,99.5
Trinidad and Tobago,TTO,2011,98
Trinidad and Tobago,TTO,2012,100
Trinidad and Tobago,TTO,2013,100
Trinidad and Tobago,TTO,2014,100
Trinidad and Tobago,TTO,2015,100
Trinidad and Tobago,TTO,2016,100
Trinidad and Tobago,TTO,2017,100
Tunisia,TUN,1988,69
Tunisia,TUN,1995,81
Tunisia,TUN,2000,89.9
Tunisia,TUN,2001,89.9
Tunisia,TUN,2006,94.6
Tunisia,TUN,2012,73.6
Tunisia,TUN,2018,99.5
Turkey,TUR,1993,76
Turkey,TUR,1998,80.6
Turkey,TUR,2003,83
Turkey,TUR,2004,83
Turkey,TUR,2007,89.3
Turkey,TUR,2008,91.3
Turkey,TUR,2009,95
Turkey,TUR,2013,97.4
Turkey,TUR,2014,97.4
Turkey,TUR,2015,99
Turkey,TUR,2017,98
Turkey,TUR,2018,99.2
Turkey,TUR,2019,97
Turkmenistan,TKM,1996,95.8
Turkmenistan,TKM,2000,97.2
Turkmenistan,TKM,2002,97.2
Turkmenistan,TKM,2003,99.5
Turkmenistan,TKM,2004,98.5
Turkmenistan,TKM,2005,99.7
Turkmenistan,TKM,2006,99.5
Turkmenistan,TKM,2016,100
Turkmenistan,TKM,2019,100
Turks and Caicos Islands,TCA,1998,100
Turks and Caicos Islands,TCA,1999,88.2
Turks and Caicos Islands,TCA,2004,100
Turks and Caicos Islands,TCA,2005,99.1
Turks and Caicos Islands,TCA,2006,100
Turks and Caicos Islands,TCA,2020,100
Tuvalu,TUV,1990,95
Tuvalu,TUV,1997,99
Tuvalu,TUV,2000,100
Tuvalu,TUV,2002,100
Tuvalu,TUV,2007,93.1
Tuvalu,TUV,2020,99.5
Uganda,UGA,1989,38.1
Uganda,UGA,1995,37.8
Uganda,UGA,2000,36
Uganda,UGA,2001,36.9
Uganda,UGA,2006,41.9
Uganda,UGA,2011,58
Uganda,UGA,2016,74.2
Ukraine,UKR,1989,99.9
Ukraine,UKR,1990,99.9
Ukraine,UKR,1991,99.9
Ukraine,UKR,1992,99.9
Ukraine,UKR,1993,99.9
Ukraine,UKR,1994,99.88
Ukraine,UKR,1995,99.89
Ukraine,UKR,1996,99.9
Ukraine,UKR,1997,99.9
Ukraine,UKR,1998,99.9
Ukraine,UKR,1999,99.1
Ukraine,UKR,2000,99.9
Ukraine,UKR,2001,99.9
Ukraine,UKR,2002,99.9
Ukraine,UKR,2003,99.9
Ukraine,UKR,2004,99.9
Ukraine,UKR,2005,99.8
Ukraine,UKR,2006,99.9
Ukraine,UKR,2007,98.7
Ukraine,UKR,2008,99.9
Ukraine,UKR,2009,99.9
Ukraine,UKR,2010,99.9
Ukraine,UKR,2011,99.9
Ukraine,UKR,2012,99
Ukraine,UKR,2013,99.9
Ukraine,UKR,2014,99.9
United Arab Emirates,ARE,1990,99.1
United Arab Emirates,ARE,1995,99.2
United Arab Emirates,ARE,2003,100
United Arab Emirates,ARE,2004,100
United Arab Emirates,ARE,2008,100
United Arab Emirates,ARE,2013,99.9
United Arab Emirates,ARE,2014,99.9
United Arab Emirates,ARE,2015,99.9
United Arab Emirates,ARE,2018,99.2
United Kingdom,GBR,1998,99
United States,USA,1989,99
United States,USA,1990,99.2
United States,USA,1991,99.2
United States,USA,1992,99.3
United States,USA,1993,99.4
United States,USA,1994,99.4
United States,USA,1995,99.4
United States,USA,1996,99.4
United States,USA,1997,99.4
United States,USA,1998,99.4
United States,USA,1999,99.4
United States,USA,2000,99.4
United States,USA,2001,99.4
United States,USA,2002,99.5
United States,USA,2003,99.3
United States,USA,2004,99.3
United States,USA,2005,99.4
United States,USA,2006,99.4
United States,USA,2007,99.3
United States,USA,2008,99.3
United States,USA,2009,99.3
United States,USA,2010,99.4
United States,USA,2011,99.3
United States,USA,2012,99.3
United States,USA,2013,99.2
United States,USA,2014,98.5
United States,USA,2015,99.1
United States,USA,2016,99.1
United States,USA,2017,99.1
United States,USA,2018,99.1
United States,USA,2019,99
United States Virgin Islands,VIR,2002,98.3
United States Virgin Islands,VIR,2003,98.5
Upper-middle-income countries,,1990,84.498856
Upper-middle-income countries,,2000,89.74016
Upper-middle-income countries,,2010,95.27123
Upper-middle-income countries,,2019,98.09614
Uruguay,URY,1990,99.4
Uruguay,URY,1991,99.3
Uruguay,URY,1992,99
Uruguay,URY,1993,98.3
Uruguay,URY,1994,98.2
Uruguay,URY,1995,98
Uruguay,URY,1996,98
Uruguay,URY,1997,98.4
Uruguay,URY,1998,99
Uruguay,URY,1999,99.8
Uruguay,URY,2000,99.7
Uruguay,URY,2001,99.6
Uruguay,URY,2002,99.7
Uruguay,URY,2003,99.7
Uruguay,URY,2004,99.5
Uruguay,URY,2005,99.9
Uruguay,URY,2006,99.9
Uruguay,URY,2007,98.6
Uruguay,URY,2008,99.6
Uruguay,URY,2009,99.7
Uruguay,URY,2010,99.8
Uruguay,URY,2011,99.5
Uruguay,URY,2012,99.9
Uruguay,URY,2013,98.2
Uruguay,URY,2014,99.9
Uruguay,URY,2015,99.9
Uruguay,URY,2016,100
Uruguay,URY,2017,100
Uruguay,URY,2018,100
Uruguay,URY,2019,100
Uruguay,URY,2020,100
Uzbekistan,UZB,1996,97.5
Uzbekistan,UZB,1997,100
Uzbekistan,UZB,1998,100
Uzbekistan,UZB,1999,100
Uzbekistan,UZB,2000,94.9
Uzbekistan,UZB,2001,100
Uzbekistan,UZB,2002,100
Uzbekistan,UZB,2003,100
Uzbekistan,UZB,2004,100
Uzbekistan,UZB,2005,100
Uzbekistan,UZB,2006,99.6
Uzbekistan,UZB,2007,100
Uzbekistan,UZB,2008,100
Uzbekistan,UZB,2009,100
Uzbekistan,UZB,2010,100
Uzbekistan,UZB,2011,100
Uzbekistan,UZB,2012,100
Uzbekistan,UZB,2013,100
Uzbekistan,UZB,2014,100
Uzbekistan,UZB,2015,100
Uzbekistan,UZB,2016,100
Uzbekistan,UZB,2017,100
Uzbekistan,UZB,2018,100
Uzbekistan,UZB,2019,100
Uzbekistan,UZB,2020,100
Vanuatu,VUT,1990,79
Vanuatu,VUT,1994,87
Vanuatu,VUT,1995,89.1
Vanuatu,VUT,1999,88
Vanuatu,VUT,2000,88
Vanuatu,VUT,2003,84
Vanuatu,VUT,2005,92
Vanuatu,VUT,2006,92.9
Vanuatu,VUT,2007,74
Vanuatu,VUT,2013,89.4
Venezuela,VEN,1997,95.3
Venezuela,VEN,2000,94
Venezuela,VEN,2003,95
Venezuela,VEN,2011,98.1
Venezuela,VEN,2012,96
Venezuela,VEN,2013,99.2
Venezuela,VEN,2014,99.5
Venezuela,VEN,2015,99.3
Venezuela,VEN,2016,99.3
Venezuela,VEN,2017,99.1
Venezuela,VEN,2018,98.7
Vietnam,VNM,1997,77.1
Vietnam,VNM,2000,58.8
Vietnam,VNM,2002,85
Vietnam,VNM,2006,83.8
Vietnam,VNM,2011,91.9
Vietnam,VNM,2014,93.8
Vietnam,VNM,2021,96.1
World,OWID_WRL,2000,62.247993
World,OWID_WRL,2010,69.60126
World,OWID_WRL,2019,82.557816
Yemen,YEM,1992,34.3
Yemen,YEM,1997,21.7
Yemen,YEM,2003,26.8
Yemen,YEM,2006,35.7
Yemen,YEM,2012,34.4
Yemen,YEM,2013,44.7
Zambia,ZMB,1992,49.8
Zambia,ZMB,1996,46
Zambia,ZMB,1997,46.5
Zambia,ZMB,1999,45.3
Zambia,ZMB,2002,42.3
Zambia,ZMB,2007,46.5
Zambia,ZMB,2014,64.2
Zambia,ZMB,2018,80.4
Zambia,ZMB,2019,80.4
Zimbabwe,ZWE,1988,69.6
Zimbabwe,ZWE,1994,69.2
Zimbabwe,ZWE,1999,72.4
Zimbabwe,ZWE,2006,68.5
Zimbabwe,ZWE,2009,60.2
Zimbabwe,ZWE,2011,66.2
Zimbabwe,ZWE,2014,80
Zimbabwe,ZWE,2015,78.1
Zimbabwe,ZWE,2019,86
