Entity,Code,Year,Deaths - Sex: all - Age: 0 - Variant: estimates
Syria,SYR,1978,18301
Syria,SYR,1979,17803
Syria,SYR,1980,17255
Syria,SYR,1981,17595
Syria,SYR,1982,18602
Syria,SYR,1983,15689
Syria,SYR,1984,15380
Syria,SYR,1985,15120
Syria,SYR,1986,14854
Syria,SYR,1987,14507
Syria,SYR,1988,14078
Syria,SYR,1989,13577
Syria,SYR,1990,13110
Syria,SYR,1991,12637
Syria,SYR,1992,12185
Syria,SYR,1993,11870
Syria,SYR,1994,11562
Syria,SYR,1995,11186
Syria,SYR,1996,10758
Syria,SYR,1997,10313
Syria,SYR,1998,9967
Syria,SYR,1999,9680
Syria,SYR,2000,9435
Syria,SYR,2001,9193
Syria,SYR,2002,8937
Syria,SYR,2003,8715
Syria,SYR,2004,8572
Syria,SYR,2005,8520
Syria,SYR,2006,8571
Syria,SYR,2007,9218
Syria,SYR,2008,9934
Syria,SYR,2009,9716
Syria,SYR,2010,9730
Syria,SYR,2011,10400
Syria,SYR,2012,13209
Syria,SYR,2013,12879
Syria,SYR,2014,10554
Syria,SYR,2015,9320
Syria,SYR,2016,7751
Syria,SYR,2017,7802
Syria,SYR,2018,7630
Syria,SYR,2019,7044
Syria,SYR,2020,7202
Syria,SYR,2021,7374
Syria,SYR,2022,7724
Syria,SYR,2023,8679
Taiwan,TWN,1950,20001
Taiwan,TWN,1951,20445
Taiwan,TWN,1952,20276
Taiwan,TWN,1953,19884
Taiwan,TWN,1954,19381
Taiwan,TWN,1955,18869
Taiwan,TWN,1956,18333
Taiwan,TWN,1957,17608
Taiwan,TWN,1958,16623
Taiwan,TWN,1959,16370.001
Taiwan,TWN,1960,14500
Taiwan,TWN,1961,14036
Taiwan,TWN,1962,12983
Taiwan,TWN,1963,11660
Taiwan,TWN,1964,11898
Taiwan,TWN,1965,12089
Taiwan,TWN,1966,10921
Taiwan,TWN,1967,9827
Taiwan,TWN,1968,8956
Taiwan,TWN,1969,8213
Taiwan,TWN,1970,7487
Taiwan,TWN,1971,6766
Taiwan,TWN,1972,6248
Taiwan,TWN,1973,5891
Taiwan,TWN,1974,5627
Taiwan,TWN,1975,5456
Taiwan,TWN,1976,5470
Taiwan,TWN,1977,5184
Taiwan,TWN,1978,5069
Taiwan,TWN,1979,4980
Taiwan,TWN,1980,4694
Taiwan,TWN,1981,4398
Taiwan,TWN,1982,4047.9998
Taiwan,TWN,1983,3617
Taiwan,TWN,1984,3217
Taiwan,TWN,1985,2819
Taiwan,TWN,1986,2452
Taiwan,TWN,1987,2313
Taiwan,TWN,1988,2307
Taiwan,TWN,1989,2169
Taiwan,TWN,1990,2139
Taiwan,TWN,1991,2069
Taiwan,TWN,1992,2077
Taiwan,TWN,1993,2097
Taiwan,TWN,1994,2106
Taiwan,TWN,1995,2113
Taiwan,TWN,1996,2120
Taiwan,TWN,1997,2075
Taiwan,TWN,1998,1857
Taiwan,TWN,1999,1768
Taiwan,TWN,2000,1607
Taiwan,TWN,2001,1525
Taiwan,TWN,2002,1371
Taiwan,TWN,2003,1232
Taiwan,TWN,2004,1115
Taiwan,TWN,2005,1021
Taiwan,TWN,2006,958
Taiwan,TWN,2007,911
Taiwan,TWN,2008,858
Taiwan,TWN,2009,793
Taiwan,TWN,2010,705
Taiwan,TWN,2011,755
Taiwan,TWN,2012,825
Taiwan,TWN,2013,783
Taiwan,TWN,2014,760
Taiwan,TWN,2015,751
Taiwan,TWN,2016,714
Taiwan,TWN,2017,656
Taiwan,TWN,2018,604
Taiwan,TWN,2019,563
Taiwan,TWN,2020,516
Taiwan,TWN,2021,485
Taiwan,TWN,2022,418
Taiwan,TWN,2023,396
Tajikistan,TJK,1950,9225
Tajikistan,TJK,1951,9924
Tajikistan,TJK,1952,10311
Tajikistan,TJK,1953,10720
Tajikistan,TJK,1954,11125
Tajikistan,TJK,1955,11504
Tajikistan,TJK,1956,11862
Tajikistan,TJK,1957,12215
Tajikistan,TJK,1958,12638
Tajikistan,TJK,1959,13009
Tajikistan,TJK,1960,13344
Tajikistan,TJK,1961,13638
Tajikistan,TJK,1962,13874
Tajikistan,TJK,1963,14069
Tajikistan,TJK,1964,14103
Tajikistan,TJK,1965,14069
Tajikistan,TJK,1966,14065
Tajikistan,TJK,1967,14108
Tajikistan,TJK,1968,14148
Tajikistan,TJK,1969,14188
Tajikistan,TJK,1970,14254
Tajikistan,TJK,1971,14332
Tajikistan,TJK,1972,14400
Tajikistan,TJK,1973,14432
Tajikistan,TJK,1974,14457
Tajikistan,TJK,1975,14504
Tajikistan,TJK,1976,14590
Tajikistan,TJK,1977,14715
Tajikistan,TJK,1978,14922
Tajikistan,TJK,1979,15203
Tajikistan,TJK,1980,15473
Tajikistan,TJK,1981,15725
Tajikistan,TJK,1982,15972
Tajikistan,TJK,1983,16236
Tajikistan,TJK,1984,16476
Tajikistan,TJK,1985,16680
Tajikistan,TJK,1986,17185
Tajikistan,TJK,1987,17660
Tajikistan,TJK,1988,18208
Tajikistan,TJK,1989,18567
Tajikistan,TJK,1990,18712
Tajikistan,TJK,1991,18771
Tajikistan,TJK,1992,18620
Tajikistan,TJK,1993,17682
Tajikistan,TJK,1994,18619
Tajikistan,TJK,1995,18257
Tajikistan,TJK,1996,16306
Tajikistan,TJK,1997,15232
Tajikistan,TJK,1998,14898
Tajikistan,TJK,1999,13526
Tajikistan,TJK,2000,11953
Tajikistan,TJK,2001,11209
Tajikistan,TJK,2002,10634
Tajikistan,TJK,2003,10021
Tajikistan,TJK,2004,9749
Tajikistan,TJK,2005,9201
Tajikistan,TJK,2006,8765
Tajikistan,TJK,2007,8605
Tajikistan,TJK,2008,8535
Tajikistan,TJK,2009,8564
Tajikistan,TJK,2010,8623
Tajikistan,TJK,2011,8584
Tajikistan,TJK,2012,8506
Tajikistan,TJK,2013,8511
Tajikistan,TJK,2014,8518
Tajikistan,TJK,2015,8476
Tajikistan,TJK,2016,8239
Tajikistan,TJK,2017,7873
Tajikistan,TJK,2018,7770
Tajikistan,TJK,2019,7647
Tajikistan,TJK,2020,7397
Tajikistan,TJK,2021,7190
Tajikistan,TJK,2022,6954
Tajikistan,TJK,2023,6663
Tanzania,TZA,1950,48774
Tanzania,TZA,1951,49673
Tanzania,TZA,1952,50962
Tanzania,TZA,1953,52258
Tanzania,TZA,1954,53577
Tanzania,TZA,1955,55052
Tanzania,TZA,1956,56755
Tanzania,TZA,1957,58627
Tanzania,TZA,1958,60424
Tanzania,TZA,1959,62110
Tanzania,TZA,1960,63881
Tanzania,TZA,1961,65639
Tanzania,TZA,1962,67551
Tanzania,TZA,1963,69475
Tanzania,TZA,1964,71284
Tanzania,TZA,1965,73104
Tanzania,TZA,1966,75101
Tanzania,TZA,1967,77036
Tanzania,TZA,1968,78721
Tanzania,TZA,1969,80726
Tanzania,TZA,1970,82882
Tanzania,TZA,1971,85064
Tanzania,TZA,1972,86934
Tanzania,TZA,1973,88837
Tanzania,TZA,1974,91141
Tanzania,TZA,1975,92831
Tanzania,TZA,1976,94119
Tanzania,TZA,1977,95497
Tanzania,TZA,1978,97101
Tanzania,TZA,1979,98549
Tanzania,TZA,1980,100033
Tanzania,TZA,1981,101674
Tanzania,TZA,1982,103745
Tanzania,TZA,1983,106031
Tanzania,TZA,1984,107801
Tanzania,TZA,1985,109271
Tanzania,TZA,1986,110390
Tanzania,TZA,1987,111612
Tanzania,TZA,1988,113188
Tanzania,TZA,1989,114042
Tanzania,TZA,1990,114553
Tanzania,TZA,1991,115289
Tanzania,TZA,1992,116228
Tanzania,TZA,1993,116754
Tanzania,TZA,1994,118813
Tanzania,TZA,1995,121620
Tanzania,TZA,1996,123119
Tanzania,TZA,1997,122531
Tanzania,TZA,1998,121799
Tanzania,TZA,1999,120068
Tanzania,TZA,2000,117591
Tanzania,TZA,2001,114780
Tanzania,TZA,2002,111391
Tanzania,TZA,2003,108463
Tanzania,TZA,2004,106022
Tanzania,TZA,2005,103184
Tanzania,TZA,2006,99610
Tanzania,TZA,2007,95379
Tanzania,TZA,2008,91599
Tanzania,TZA,2009,88264
Tanzania,TZA,2010,85292
Tanzania,TZA,2011,82415
Tanzania,TZA,2012,80848
Tanzania,TZA,2013,80360
Tanzania,TZA,2014,79588
Tanzania,TZA,2015,77764
Tanzania,TZA,2016,77118
Tanzania,TZA,2017,76639
Tanzania,TZA,2018,75515
Tanzania,TZA,2019,73965
Tanzania,TZA,2020,72344
Tanzania,TZA,2021,70761
Tanzania,TZA,2022,69269
Tanzania,TZA,2023,67718
Thailand,THA,1950,109608
Thailand,THA,1951,111520
Thailand,THA,1952,112324
Thailand,THA,1953,113017
Thailand,THA,1954,113251
Thailand,THA,1955,113194
Thailand,THA,1956,113054
Thailand,THA,1957,112816
Thailand,THA,1958,112735
Thailand,THA,1959,112154
Thailand,THA,1960,111606
Thailand,THA,1961,111188
Thailand,THA,1962,110939
Thailand,THA,1963,110487
Thailand,THA,1964,109516
Thailand,THA,1965,108088
Thailand,THA,1966,106270
Thailand,THA,1967,103880
Thailand,THA,1968,100802
Thailand,THA,1969,96630
Thailand,THA,1970,91782
Thailand,THA,1971,87518
Thailand,THA,1972,83822
Thailand,THA,1973,79877
Thailand,THA,1974,75643
Thailand,THA,1975,71584
Thailand,THA,1976,67353
Thailand,THA,1977,63212
Thailand,THA,1978,59450
Thailand,THA,1979,56536
Thailand,THA,1980,54196
Thailand,THA,1981,51551
Thailand,THA,1982,48369
Thailand,THA,1983,45053
Thailand,THA,1984,42039
Thailand,THA,1985,39605
Thailand,THA,1986,37759
Thailand,THA,1987,35720
Thailand,THA,1988,33928
Thailand,THA,1989,32455.002
Thailand,THA,1990,30563
Thailand,THA,1991,29175
Thailand,THA,1992,27689
Thailand,THA,1993,26042
Thailand,THA,1994,24422
Thailand,THA,1995,22813
Thailand,THA,1996,21390
Thailand,THA,1997,20054
Thailand,THA,1998,18625
Thailand,THA,1999,17137
Thailand,THA,2000,15851
Thailand,THA,2001,14846
Thailand,THA,2002,13890
Thailand,THA,2003,13002
Thailand,THA,2004,12533
Thailand,THA,2005,11411
Thailand,THA,2006,10725
Thailand,THA,2007,10001
Thailand,THA,2008,9294
Thailand,THA,2009,8690
Thailand,THA,2010,8254
Thailand,THA,2011,7963
Thailand,THA,2012,7509
Thailand,THA,2013,7041
Thailand,THA,2014,6569
Thailand,THA,2015,6151
Thailand,THA,2016,5707
Thailand,THA,2017,5349
Thailand,THA,2018,4977
Thailand,THA,2019,4642
Thailand,THA,2020,4357
Thailand,THA,2021,4092
Thailand,THA,2022,3873
Thailand,THA,2023,3677
Togo,TGO,1950,9274
Togo,TGO,1951,9513
Togo,TGO,1952,9649
Togo,TGO,1953,9776
Togo,TGO,1954,9895
Togo,TGO,1955,10009
Togo,TGO,1956,10142
Togo,TGO,1957,10279
Togo,TGO,1958,10408
Togo,TGO,1959,10545
Togo,TGO,1960,10685
Togo,TGO,1961,10822
Togo,TGO,1962,10974
Togo,TGO,1963,11135
Togo,TGO,1964,11283
Togo,TGO,1965,11471
Togo,TGO,1966,11737
Togo,TGO,1967,12043
Togo,TGO,1968,12387
Togo,TGO,1969,12773
Togo,TGO,1970,13116
Togo,TGO,1971,13408
Togo,TGO,1972,13608
Togo,TGO,1973,13752
Togo,TGO,1974,13871
Togo,TGO,1975,13954
Togo,TGO,1976,14014
Togo,TGO,1977,14022
Togo,TGO,1978,13995
Togo,TGO,1979,13967
Togo,TGO,1980,13953
Togo,TGO,1981,13994
Togo,TGO,1982,14065
Togo,TGO,1983,14147
Togo,TGO,1984,14235
Togo,TGO,1985,14325
Togo,TGO,1986,14444
Togo,TGO,1987,14583
Togo,TGO,1988,14712
Togo,TGO,1989,14809
Togo,TGO,1990,14928
Togo,TGO,1991,15047
Togo,TGO,1992,15136
Togo,TGO,1993,15196
Togo,TGO,1994,14207
Togo,TGO,1995,14475
Togo,TGO,1996,14610
Togo,TGO,1997,14684
Togo,TGO,1998,14734
Togo,TGO,1999,14780
Togo,TGO,2000,14823
Togo,TGO,2001,14858
Togo,TGO,2002,14827
Togo,TGO,2003,14756
Togo,TGO,2004,14633
Togo,TGO,2005,14705
Togo,TGO,2006,14834
Togo,TGO,2007,15039
Togo,TGO,2008,15094
Togo,TGO,2009,15162
Togo,TGO,2010,15156
Togo,TGO,2011,14892
Togo,TGO,2012,14513
Togo,TGO,2013,14181
Togo,TGO,2014,13957
Togo,TGO,2015,13783
Togo,TGO,2016,13635
Togo,TGO,2017,13416
Togo,TGO,2018,13165
Togo,TGO,2019,12918
Togo,TGO,2020,12678
Togo,TGO,2021,12438
Togo,TGO,2022,12190
Togo,TGO,2023,11963
Tokelau,TKL,1950,3
Tokelau,TKL,1951,3
Tokelau,TKL,1952,3
Tokelau,TKL,1953,3
Tokelau,TKL,1954,3
Tokelau,TKL,1955,3
Tokelau,TKL,1956,3
Tokelau,TKL,1957,3
Tokelau,TKL,1958,3
Tokelau,TKL,1959,3
Tokelau,TKL,1960,3
Tokelau,TKL,1961,3
Tokelau,TKL,1962,3
Tokelau,TKL,1963,3
Tokelau,TKL,1964,3
Tokelau,TKL,1965,2
Tokelau,TKL,1966,2
Tokelau,TKL,1967,2
Tokelau,TKL,1968,2
Tokelau,TKL,1969,2
Tokelau,TKL,1970,2
Tokelau,TKL,1971,1
Tokelau,TKL,1972,1
Tokelau,TKL,1973,1
Tokelau,TKL,1974,1
Tokelau,TKL,1975,1
Tokelau,TKL,1976,1
Tokelau,TKL,1977,1
Tokelau,TKL,1978,1
Tokelau,TKL,1979,1
Tokelau,TKL,1980,1
Tokelau,TKL,1981,1
Tokelau,TKL,1982,1
Tokelau,TKL,1983,1
Tokelau,TKL,1984,1
Tokelau,TKL,1985,1
Tokelau,TKL,1986,1
Tokelau,TKL,1987,1
Tokelau,TKL,1988,1
Tokelau,TKL,1989,1
Tokelau,TKL,1990,1
Tokelau,TKL,1991,1
Tokelau,TKL,1992,1
Tokelau,TKL,1993,1
Tokelau,TKL,1994,1
Tokelau,TKL,1995,1
Tokelau,TKL,1996,1
Tokelau,TKL,1997,1
Tokelau,TKL,1998,1
Tokelau,TKL,1999,1
Tokelau,TKL,2000,1
Tokelau,TKL,2001,0
Tokelau,TKL,2002,0
Tokelau,TKL,2003,0
Tokelau,TKL,2004,0
Tokelau,TKL,2005,0
Tokelau,TKL,2006,0
Tokelau,TKL,2007,0
Tokelau,TKL,2008,0
Tokelau,TKL,2009,0
Tokelau,TKL,2010,0
Tokelau,TKL,2011,0
Tokelau,TKL,2012,0
Tokelau,TKL,2013,0
Tokelau,TKL,2014,0
Tokelau,TKL,2015,0
Tokelau,TKL,2016,0
Tokelau,TKL,2017,0
Tokelau,TKL,2018,0
Tokelau,TKL,2019,0
Tokelau,TKL,2020,0
Tokelau,TKL,2021,0
Tokelau,TKL,2022,0
Tokelau,TKL,2023,0
Tonga,TON,1950,247
Tonga,TON,1951,240
Tonga,TON,1952,234
Tonga,TON,1953,227
Tonga,TON,1954,220
Tonga,TON,1955,213
Tonga,TON,1956,206
Tonga,TON,1957,201
Tonga,TON,1958,196
Tonga,TON,1959,192
Tonga,TON,1960,189
Tonga,TON,1961,185
Tonga,TON,1962,180
Tonga,TON,1963,175
Tonga,TON,1964,170
Tonga,TON,1965,164
Tonga,TON,1966,158
Tonga,TON,1967,153
Tonga,TON,1968,145
Tonga,TON,1969,137
Tonga,TON,1970,129
Tonga,TON,1971,120
Tonga,TON,1972,112
Tonga,TON,1973,107
Tonga,TON,1974,102
Tonga,TON,1975,99
Tonga,TON,1976,97
Tonga,TON,1977,95
Tonga,TON,1978,92
Tonga,TON,1979,89
Tonga,TON,1980,86
Tonga,TON,1981,83
Tonga,TON,1982,81
Tonga,TON,1983,78
Tonga,TON,1984,75
Tonga,TON,1985,72
Tonga,TON,1986,70
Tonga,TON,1987,67
Tonga,TON,1988,65
Tonga,TON,1989,63
Tonga,TON,1990,61
Tonga,TON,1991,59
Tonga,TON,1992,57
Tonga,TON,1993,54
Tonga,TON,1994,52
Tonga,TON,1995,50
Tonga,TON,1996,47
Tonga,TON,1997,45
Tonga,TON,1998,45
Tonga,TON,1999,44
Tonga,TON,2000,42
Tonga,TON,2001,42
Tonga,TON,2002,41
Tonga,TON,2003,41
Tonga,TON,2004,40
Tonga,TON,2005,39
Tonga,TON,2006,38
Tonga,TON,2007,37
Tonga,TON,2008,36
Tonga,TON,2009,35
Tonga,TON,2010,33
Tonga,TON,2011,33
Tonga,TON,2012,32
Tonga,TON,2013,31
Tonga,TON,2014,30
Tonga,TON,2015,29
Tonga,TON,2016,27
Tonga,TON,2017,26
Tonga,TON,2018,25
Tonga,TON,2019,25
Tonga,TON,2020,24
Tonga,TON,2021,23
Tonga,TON,2022,23
Tonga,TON,2023,22
Trinidad and Tobago,TTO,1950,2033.9999
Trinidad and Tobago,TTO,1951,2007.9999
Trinidad and Tobago,TTO,1952,1978
Trinidad and Tobago,TTO,1953,1951
Trinidad and Tobago,TTO,1954,1936
Trinidad and Tobago,TTO,1955,1911
Trinidad and Tobago,TTO,1956,1862
Trinidad and Tobago,TTO,1957,1831
Trinidad and Tobago,TTO,1958,1816
Trinidad and Tobago,TTO,1959,1811
Trinidad and Tobago,TTO,1960,1811
Trinidad and Tobago,TTO,1961,1796
Trinidad and Tobago,TTO,1962,1764
Trinidad and Tobago,TTO,1963,1703
Trinidad and Tobago,TTO,1964,1630
Trinidad and Tobago,TTO,1965,1555
Trinidad and Tobago,TTO,1966,1469
Trinidad and Tobago,TTO,1967,1382
Trinidad and Tobago,TTO,1968,1306
Trinidad and Tobago,TTO,1969,1235
Trinidad and Tobago,TTO,1970,1188
Trinidad and Tobago,TTO,1971,1174
Trinidad and Tobago,TTO,1972,1174
Trinidad and Tobago,TTO,1973,1168
Trinidad and Tobago,TTO,1974,1138
Trinidad and Tobago,TTO,1975,1109
Trinidad and Tobago,TTO,1976,1090
Trinidad and Tobago,TTO,1977,1087
Trinidad and Tobago,TTO,1978,1091
Trinidad and Tobago,TTO,1979,1093
Trinidad and Tobago,TTO,1980,1099
Trinidad and Tobago,TTO,1981,1089
Trinidad and Tobago,TTO,1982,1068
Trinidad and Tobago,TTO,1983,1039
Trinidad and Tobago,TTO,1984,1001.00006
Trinidad and Tobago,TTO,1985,966
Trinidad and Tobago,TTO,1986,922
Trinidad and Tobago,TTO,1987,864
Trinidad and Tobago,TTO,1988,806
Trinidad and Tobago,TTO,1989,753
Trinidad and Tobago,TTO,1990,700
Trinidad and Tobago,TTO,1991,657
Trinidad and Tobago,TTO,1992,624
Trinidad and Tobago,TTO,1993,595
Trinidad and Tobago,TTO,1994,569
Trinidad and Tobago,TTO,1995,539
Trinidad and Tobago,TTO,1996,516
Trinidad and Tobago,TTO,1997,497
Trinidad and Tobago,TTO,1998,484
Trinidad and Tobago,TTO,1999,478
Trinidad and Tobago,TTO,2000,472
Trinidad and Tobago,TTO,2001,465
Trinidad and Tobago,TTO,2002,456
Trinidad and Tobago,TTO,2003,448
Trinidad and Tobago,TTO,2004,438
Trinidad and Tobago,TTO,2005,432
Trinidad and Tobago,TTO,2006,426
Trinidad and Tobago,TTO,2007,417
Trinidad and Tobago,TTO,2008,406
Trinidad and Tobago,TTO,2009,394
Trinidad and Tobago,TTO,2010,381
Trinidad and Tobago,TTO,2011,368
Trinidad and Tobago,TTO,2012,355
Trinidad and Tobago,TTO,2013,342
Trinidad and Tobago,TTO,2014,328
Trinidad and Tobago,TTO,2015,314
Trinidad and Tobago,TTO,2016,301
Trinidad and Tobago,TTO,2017,287
Trinidad and Tobago,TTO,2018,278
Trinidad and Tobago,TTO,2019,272
Trinidad and Tobago,TTO,2020,252.99998
Trinidad and Tobago,TTO,2021,240
Trinidad and Tobago,TTO,2022,229
Trinidad and Tobago,TTO,2023,218
Tunisia,TUN,1950,30385
Tunisia,TUN,1951,31157
Tunisia,TUN,1952,31737
Tunisia,TUN,1953,32312
Tunisia,TUN,1954,32892
Tunisia,TUN,1955,33404
Tunisia,TUN,1956,33878
Tunisia,TUN,1957,34140
Tunisia,TUN,1958,34206
Tunisia,TUN,1959,34259
Tunisia,TUN,1960,34128
Tunisia,TUN,1961,33901
Tunisia,TUN,1962,33654
Tunisia,TUN,1963,33259
Tunisia,TUN,1964,32771
Tunisia,TUN,1965,32009.998
Tunisia,TUN,1966,31228
Tunisia,TUN,1967,30165
Tunisia,TUN,1968,28878
Tunisia,TUN,1969,27756
Tunisia,TUN,1970,26272
Tunisia,TUN,1971,25191
Tunisia,TUN,1972,24263
Tunisia,TUN,1973,23550
Tunisia,TUN,1974,22798
Tunisia,TUN,1975,22083
Tunisia,TUN,1976,21282
Tunisia,TUN,1977,20198
Tunisia,TUN,1978,18873
Tunisia,TUN,1979,17598
Tunisia,TUN,1980,16558
Tunisia,TUN,1981,15925
Tunisia,TUN,1982,15100
Tunisia,TUN,1983,14228
Tunisia,TUN,1984,13485
Tunisia,TUN,1985,13103
Tunisia,TUN,1986,12574
Tunisia,TUN,1987,11805
Tunisia,TUN,1988,10936
Tunisia,TUN,1989,10075
Tunisia,TUN,1990,9539
Tunisia,TUN,1991,9038
Tunisia,TUN,1992,8550
Tunisia,TUN,1993,8017.9995
Tunisia,TUN,1994,7323
Tunisia,TUN,1995,6624
Tunisia,TUN,1996,5951
Tunisia,TUN,1997,5352
Tunisia,TUN,1998,4806
Tunisia,TUN,1999,4331
Tunisia,TUN,2000,3996
Tunisia,TUN,2001,3702
Tunisia,TUN,2002,3468
Tunisia,TUN,2003,3339
Tunisia,TUN,2004,3205
Tunisia,TUN,2005,3102
Tunisia,TUN,2006,3027
Tunisia,TUN,2007,2985
Tunisia,TUN,2008,2971
Tunisia,TUN,2009,2991
Tunisia,TUN,2010,3071
Tunisia,TUN,2011,3219
Tunisia,TUN,2012,3304
Tunisia,TUN,2013,3322
Tunisia,TUN,2014,3299
Tunisia,TUN,2015,3203
Tunisia,TUN,2016,3055
Tunisia,TUN,2017,2837
Tunisia,TUN,2018,2596
Tunisia,TUN,2019,2383
Tunisia,TUN,2020,2119
Tunisia,TUN,2021,1776
Tunisia,TUN,2022,1648
Tunisia,TUN,2023,1509
Turkey,TUR,1950,187368
Turkey,TUR,1951,195726
Turkey,TUR,1952,199528
Turkey,TUR,1953,203427
Turkey,TUR,1954,206326
Turkey,TUR,1955,207839
Turkey,TUR,1956,208423
Turkey,TUR,1957,214604
Turkey,TUR,1958,215472
Turkey,TUR,1959,215662
Turkey,TUR,1960,214633
Turkey,TUR,1961,214434
Turkey,TUR,1962,216953
Turkey,TUR,1963,215021
Turkey,TUR,1964,213027
Turkey,TUR,1965,209642
Turkey,TUR,1966,205926
Turkey,TUR,1967,205897
Turkey,TUR,1968,202604
Turkey,TUR,1969,199770
Turkey,TUR,1970,196425
Turkey,TUR,1971,192468
Turkey,TUR,1972,190395
Turkey,TUR,1973,184847
Turkey,TUR,1974,178400
Turkey,TUR,1975,171235
Turkey,TUR,1976,163911
Turkey,TUR,1977,161155
Turkey,TUR,1978,156825
Turkey,TUR,1979,152022
Turkey,TUR,1980,146119
Turkey,TUR,1981,140131
Turkey,TUR,1982,133160
Turkey,TUR,1983,126801
Turkey,TUR,1984,120541
Turkey,TUR,1985,114572
Turkey,TUR,1986,108928
Turkey,TUR,1987,103118
Turkey,TUR,1988,97651
Turkey,TUR,1989,92084
Turkey,TUR,1990,84645
Turkey,TUR,1991,78961
Turkey,TUR,1992,74398
Turkey,TUR,1993,70980
Turkey,TUR,1994,67535
Turkey,TUR,1995,64052
Turkey,TUR,1996,60125
Turkey,TUR,1997,56421
Turkey,TUR,1998,52770
Turkey,TUR,1999,49665
Turkey,TUR,2000,43617
Turkey,TUR,2001,39622
Turkey,TUR,2002,35524
Turkey,TUR,2003,32439.998
Turkey,TUR,2004,30258
Turkey,TUR,2005,28254
Turkey,TUR,2006,26351
Turkey,TUR,2007,24479
Turkey,TUR,2008,22692
Turkey,TUR,2009,21099
Turkey,TUR,2010,19279
Turkey,TUR,2011,17966
Turkey,TUR,2012,17342
Turkey,TUR,2013,16525
Turkey,TUR,2014,16348
Turkey,TUR,2015,15804
Turkey,TUR,2016,15145
Turkey,TUR,2017,14344
Turkey,TUR,2018,13420
Turkey,TUR,2019,12178
Turkey,TUR,2020,10804
Turkey,TUR,2021,9839
Turkey,TUR,2022,8856
Turkey,TUR,2023,9827
Turkmenistan,TKM,1950,6818
Turkmenistan,TKM,1951,6934
Turkmenistan,TKM,1952,6968
Turkmenistan,TKM,1953,7300
Turkmenistan,TKM,1954,7661
Turkmenistan,TKM,1955,7985
Turkmenistan,TKM,1956,8314
Turkmenistan,TKM,1957,8645
Turkmenistan,TKM,1958,8964
Turkmenistan,TKM,1959,9151
Turkmenistan,TKM,1960,9242
Turkmenistan,TKM,1961,9353
Turkmenistan,TKM,1962,9417
Turkmenistan,TKM,1963,9390
Turkmenistan,TKM,1964,9279
Turkmenistan,TKM,1965,9105
Turkmenistan,TKM,1966,8897
Turkmenistan,TKM,1967,8686
Turkmenistan,TKM,1968,8499
Turkmenistan,TKM,1969,8355
Turkmenistan,TKM,1970,8259
Turkmenistan,TKM,1971,8202
Turkmenistan,TKM,1972,8133.0005
Turkmenistan,TKM,1973,8137.9995
Turkmenistan,TKM,1974,8175.9995
Turkmenistan,TKM,1975,8208
Turkmenistan,TKM,1976,8239
Turkmenistan,TKM,1977,8259
Turkmenistan,TKM,1978,8259
Turkmenistan,TKM,1979,8259
Turkmenistan,TKM,1980,8271
Turkmenistan,TKM,1981,8307
Turkmenistan,TKM,1982,8336
Turkmenistan,TKM,1983,8410
Turkmenistan,TKM,1984,8556
Turkmenistan,TKM,1985,8688
Turkmenistan,TKM,1986,8823
Turkmenistan,TKM,1987,8779
Turkmenistan,TKM,1988,8633
Turkmenistan,TKM,1989,8341
Turkmenistan,TKM,1990,8112.0005
Turkmenistan,TKM,1991,7914
Turkmenistan,TKM,1992,7742
Turkmenistan,TKM,1993,7523
Turkmenistan,TKM,1994,7327
Turkmenistan,TKM,1995,7125
Turkmenistan,TKM,1996,6790
Turkmenistan,TKM,1997,6526
Turkmenistan,TKM,1998,6267
Turkmenistan,TKM,1999,5986
Turkmenistan,TKM,2000,5777
Turkmenistan,TKM,2001,5537
Turkmenistan,TKM,2002,5255
Turkmenistan,TKM,2003,5054
Turkmenistan,TKM,2004,4935
Turkmenistan,TKM,2005,4864
Turkmenistan,TKM,2006,4798
Turkmenistan,TKM,2007,4759
Turkmenistan,TKM,2008,4763
Turkmenistan,TKM,2009,4841
Turkmenistan,TKM,2010,4963
Turkmenistan,TKM,2011,5107
Turkmenistan,TKM,2012,5284
Turkmenistan,TKM,2013,5476
Turkmenistan,TKM,2014,5632
Turkmenistan,TKM,2015,5782
Turkmenistan,TKM,2016,5837
Turkmenistan,TKM,2017,5847
Turkmenistan,TKM,2018,5807
Turkmenistan,TKM,2019,5747
Turkmenistan,TKM,2020,5634
Turkmenistan,TKM,2021,5475
Turkmenistan,TKM,2022,5306
Turkmenistan,TKM,2023,5107
Turks and Caicos Islands,TCA,1950,33
Turks and Caicos Islands,TCA,1951,33
Turks and Caicos Islands,TCA,1952,32
Turks and Caicos Islands,TCA,1953,30
Turks and Caicos Islands,TCA,1954,29
Turks and Caicos Islands,TCA,1955,29
Turks and Caicos Islands,TCA,1956,28
Turks and Caicos Islands,TCA,1957,26
Turks and Caicos Islands,TCA,1958,25
Turks and Caicos Islands,TCA,1959,23
Turks and Caicos Islands,TCA,1960,22
Turks and Caicos Islands,TCA,1961,21
Turks and Caicos Islands,TCA,1962,19
Turks and Caicos Islands,TCA,1963,18
Turks and Caicos Islands,TCA,1964,16
Turks and Caicos Islands,TCA,1965,15
Turks and Caicos Islands,TCA,1966,14
Turks and Caicos Islands,TCA,1967,13
