CODE,LINE ITEM,AMOUNT,DEPARTMENT,MINISTRY
22020302,BOOKS,60000,"FEDERAL UNIVERSITY TEACHING HOSPITAL, LAFIA, NASARAWA STATE",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22020303,NEWSPAPERS,1200000,"FEDERAL UNIVERSITY TEACHING HOSPITAL, LAFIA, NASARAWA STATE",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22020304,MAGAZINES & PERIODICALS,200000,"FEDERAL UNIVERSITY TEACHING HOSPITAL, LAFIA, NASARAWA STATE",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22020305,PRINTING OF NON SECURITY DOCUMENTS,15000000,"FEDERAL UNIVERSITY TEACHING HOSPITAL, LAFIA, NASARAWA STATE",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22020306,PRINTING OF SECURITY DOCUMENTS,10000000,"FEDERAL UNIVERSITY TEACHING HOSPITAL, LAFIA, NASARAWA STATE",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22020307,DRUGS & MEDICAL SUPPLIES,1220000000,"FEDERAL UNIVERSITY TEACHING HOSPITAL, LAFIA, NASARAWA STATE",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22020309,UNIFORMS & OTHER CLOTHING,13000000,"FEDERAL UNIVERSITY TEACHING HOSPITAL, LAFIA, NASARAWA STATE",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22020310,TEACHING AIDS / INSTRUCTION MATERIALS,500000,"FEDERAL UNIVERSITY TEACHING HOSPITAL, LAFIA, NASARAWA STATE",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22020311,FOOD STUFF / CATERING MATERIALS SUPPLIES,10000000,"FEDERAL UNIVERSITY TEACHING HOSPITAL, LAFIA, NASARAWA STATE",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22020401,MAINTENANCE OF MOTOR VEHICLE / TRANSPORT EQUIPMENT,10000000,"FEDERAL UNIVERSITY TEACHING HOSPITAL, LAFIA, NASARAWA STATE",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22020402,MAINTENANCE OF OFFICE FURNITURE,600000,"FEDERAL UNIVERSITY TEACHING HOSPITAL, LAFIA, NASARAWA STATE",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22020403,MAINTENANCE OF OFFICE BUILDING / RESIDENTIAL QTRS,5500000,"FEDERAL UNIVERSITY TEACHING HOSPITAL, LAFIA, NASARAWA STATE",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22020404,MAINTENANCE OF OFFICE / IT EQUIPMENTS,10500000,"FEDERAL UNIVERSITY TEACHING HOSPITAL, LAFIA, NASARAWA STATE",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22020405,MAINTENANCE OF PLANTS/GENERATORS,10950000,"FEDERAL UNIVERSITY TEACHING HOSPITAL, LAFIA, NASARAWA STATE",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22020406,OTHER MAINTENANCE SERVICES,100000000,"FEDERAL UNIVERSITY TEACHING HOSPITAL, LAFIA, NASARAWA STATE",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22020410,MAINTENANCE OF ROADS AND BRIDGES,10000000,"FEDERAL UNIVERSITY TEACHING HOSPITAL, LAFIA, NASARAWA STATE",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22020413,MAINTENANCE OF STREET LIGHTS,50000000,"FEDERAL UNIVERSITY TEACHING HOSPITAL, LAFIA, NASARAWA STATE",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22020501,LOCAL TRAINING,50000000,"FEDERAL UNIVERSITY TEACHING HOSPITAL, LAFIA, NASARAWA STATE",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22020502,INTERNATIONAL TRAINING,6000000,"FEDERAL UNIVERSITY TEACHING HOSPITAL, LAFIA, NASARAWA STATE",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22020601,SECURITY CHARGES,103000000,"FEDERAL UNIVERSITY TEACHING HOSPITAL, LAFIA, NASARAWA STATE",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22020605,SECURITY OPERATIONS (OVERHEAD),113000000,"FEDERAL UNIVERSITY TEACHING HOSPITAL, LAFIA, NASARAWA STATE",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22020702,INFORMATION TECHNOLOGY CONSULTING,10000000,"FEDERAL UNIVERSITY TEACHING HOSPITAL, LAFIA, NASARAWA STATE",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22020703,LEGAL SERVICES,25000000,"FEDERAL UNIVERSITY TEACHING HOSPITAL, LAFIA, NASARAWA STATE",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22020709,AUDITING OF ACCOUNTS,8000000,"FEDERAL UNIVERSITY TEACHING HOSPITAL, LAFIA, NASARAWA STATE",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22020801,MOTOR VEHICLE FUEL COST,88500000,"FEDERAL UNIVERSITY TEACHING HOSPITAL, LAFIA, NASARAWA STATE",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22020803,PLANT / GENERATOR FUEL COST,142000000,"FEDERAL UNIVERSITY TEACHING HOSPITAL, LAFIA, NASARAWA STATE",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22020806,COOKING GAS/FUEL COST,1200000,"FEDERAL UNIVERSITY TEACHING HOSPITAL, LAFIA, NASARAWA STATE",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22020901,BANK CHARGES (OTHER THAN INTEREST),1200000,"FEDERAL UNIVERSITY TEACHING HOSPITAL, LAFIA, NASARAWA STATE",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22020902,INSURANCE PREMIUM,6000000,"FEDERAL UNIVERSITY TEACHING HOSPITAL, LAFIA, NASARAWA STATE",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22021001,REFRESHMENT & MEALS,20000000,"FEDERAL UNIVERSITY TEACHING HOSPITAL, LAFIA, NASARAWA STATE",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22021002,HONORARIUM & SITTING ALLOWANCE,40500000,"FEDERAL UNIVERSITY TEACHING HOSPITAL, LAFIA, NASARAWA STATE",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22021003,PUBLICITY & ADVERTISEMENTS,9000000,"FEDERAL UNIVERSITY TEACHING HOSPITAL, LAFIA, NASARAWA STATE",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22021004,MEDICAL EXPENSES,7000000,"FEDERAL UNIVERSITY TEACHING HOSPITAL, LAFIA, NASARAWA STATE",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22021006,POSTAGES & COURIER SERVICES,200000,"FEDERAL UNIVERSITY TEACHING HOSPITAL, LAFIA, NASARAWA STATE",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22021007,WELFARE PACKAGES,12000000,"FEDERAL UNIVERSITY TEACHING HOSPITAL, LAFIA, NASARAWA STATE",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22021008,SUBSCRIPTION TO PROFESSIONAL BODIES,10000000,"FEDERAL UNIVERSITY TEACHING HOSPITAL, LAFIA, NASARAWA STATE",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22021009,SPORTING ACTIVITIES,2000000,"FEDERAL UNIVERSITY TEACHING HOSPITAL, LAFIA, NASARAWA STATE",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22021010,DIRECT TEACHING & LABORATORY COST,1200000,"FEDERAL UNIVERSITY TEACHING HOSPITAL, LAFIA, NASARAWA STATE",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22021014,ANNUAL BUDGET EXPENSES AND ADMINISTRATION,3000000,"FEDERAL UNIVERSITY TEACHING HOSPITAL, LAFIA, NASARAWA STATE",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
23010105,PURCHASE OF MOTOR VEHICLES,382000000,"FEDERAL UNIVERSITY TEACHING HOSPITAL, LAFIA, NASARAWA STATE",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
23010106,PURCHASE OF VANS,193000000,"FEDERAL UNIVERSITY TEACHING HOSPITAL, LAFIA, NASARAWA STATE",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
23010112,PURCHASE OF OFFICE FURNITURE AND FITTINGS,50000000,"FEDERAL UNIVERSITY TEACHING HOSPITAL, LAFIA, NASARAWA STATE",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
23010113,PURCHASE OF COMPUTERS,90000000,"FEDERAL UNIVERSITY TEACHING HOSPITAL, LAFIA, NASARAWA STATE",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
23010114,PURCHASE OF COMPUTER PRINTERS,15000000,"FEDERAL UNIVERSITY TEACHING HOSPITAL, LAFIA, NASARAWA STATE",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
23010115,PURCHASE OF PHOTOCOPYING MACHINES,13000000,"FEDERAL UNIVERSITY TEACHING HOSPITAL, LAFIA, NASARAWA STATE",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
23010117,PURCHASE OF SHREDDING MACHINES,4000000,"FEDERAL UNIVERSITY TEACHING HOSPITAL, LAFIA, NASARAWA STATE",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
23010119,PURCHASE OF POWER GENERATING SET,98000000,"FEDERAL UNIVERSITY TEACHING HOSPITAL, LAFIA, NASARAWA STATE",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
23010122,PURCHASE OF HEALTH / MEDICAL EQUIPMENT,624765000,"FEDERAL UNIVERSITY TEACHING HOSPITAL, LAFIA, NASARAWA STATE",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
23020102,CONSTRUCTION / PROVISION OF RESIDENTIAL BUILDINGS,198000000,"FEDERAL UNIVERSITY TEACHING HOSPITAL, LAFIA, NASARAWA STATE",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
23020103,CONSTRUCTION / PROVISION OF ELECTRICITY,255000000,"FEDERAL UNIVERSITY TEACHING HOSPITAL, LAFIA, NASARAWA STATE",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
23020114,CONSTRUCTION / PROVISION OF ROADS,370000000,"FEDERAL UNIVERSITY TEACHING HOSPITAL, LAFIA, NASARAWA STATE",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
23030105,REHABILITATION / REPAIRS - HOSPITAL / HEALTH CENTRES,1180000000,"FEDERAL UNIVERSITY TEACHING HOSPITAL, LAFIA, NASARAWA STATE",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
23050101,RESEARCH AND DEVELOPMENT,437235000,"FEDERAL UNIVERSITY TEACHING HOSPITAL, LAFIA, NASARAWA STATE",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
23050103,MONITORING AND EVALUATION,90000000,"FEDERAL UNIVERSITY TEACHING HOSPITAL, LAFIA, NASARAWA STATE",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
21010101,SALARY,1422424204,"FEDERAL UNIVERSITY OF HEALTH SCIENCES TEACHING HOSPITAL, ILA -ORANGUN, OSUN STATE",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
21020101,NON REGULAR ALLOWANCES,630465740,"FEDERAL UNIVERSITY OF HEALTH SCIENCES TEACHING HOSPITAL, ILA -ORANGUN, OSUN STATE",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
21020111,REGULAR ALLOWANCES,498627666,"FEDERAL UNIVERSITY OF HEALTH SCIENCES TEACHING HOSPITAL, ILA -ORANGUN, OSUN STATE",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
21020201,NHIS,70567524,"FEDERAL UNIVERSITY OF HEALTH SCIENCES TEACHING HOSPITAL, ILA -ORANGUN, OSUN STATE",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
21020202,CONTRIBUTORY PENSION - EMPLOYER'S CONTRIBUTION,141135048,"FEDERAL UNIVERSITY OF HEALTH SCIENCES TEACHING HOSPITAL, ILA -ORANGUN, OSUN STATE",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22020101,LOCAL TRAVEL & TRANSPORT: TRAINING,30000000,"FEDERAL UNIVERSITY OF HEALTH SCIENCES TEACHING HOSPITAL, ILA -ORANGUN, OSUN STATE",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22020201,ELECTRICITY CHARGES,35000000,"FEDERAL UNIVERSITY OF HEALTH SCIENCES TEACHING HOSPITAL, ILA -ORANGUN, OSUN STATE",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22020404,MAINTENANCE OF OFFICE / IT EQUIPMENTS,10000000,"FEDERAL UNIVERSITY OF HEALTH SCIENCES TEACHING HOSPITAL, ILA -ORANGUN, OSUN STATE",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22020405,MAINTENANCE OF PLANTS/GENERATORS,10000000,"FEDERAL UNIVERSITY OF HEALTH SCIENCES TEACHING HOSPITAL, ILA -ORANGUN, OSUN STATE",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22020501,LOCAL TRAINING,20000000,"FEDERAL UNIVERSITY OF HEALTH SCIENCES TEACHING HOSPITAL, ILA -ORANGUN, OSUN STATE",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22020801,MOTOR VEHICLE FUEL COST,30000000,"FEDERAL UNIVERSITY OF HEALTH SCIENCES TEACHING HOSPITAL, ILA -ORANGUN, OSUN STATE",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22020803,PLANT / GENERATOR FUEL COST,35000000,"FEDERAL UNIVERSITY OF HEALTH SCIENCES TEACHING HOSPITAL, ILA -ORANGUN, OSUN STATE",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22021036,PAYMENT FOR OUTSOURCED SERVICES,30000000,"FEDERAL UNIVERSITY OF HEALTH SCIENCES TEACHING HOSPITAL, ILA -ORANGUN, OSUN STATE",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
23010105,PURCHASE OF MOTOR VEHICLES,500500000,"FEDERAL UNIVERSITY OF HEALTH SCIENCES TEACHING HOSPITAL, ILA -ORANGUN, OSUN STATE",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
23010112,PURCHASE OF OFFICE FURNITURE AND FITTINGS,180000000,"FEDERAL UNIVERSITY OF HEALTH SCIENCES TEACHING HOSPITAL, ILA -ORANGUN, OSUN STATE",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
23010122,PURCHASE OF HEALTH / MEDICAL EQUIPMENT,769500000,"FEDERAL UNIVERSITY OF HEALTH SCIENCES TEACHING HOSPITAL, ILA -ORANGUN, OSUN STATE",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
23020101,CONSTRUCTION / PROVISION OF OFFICE BUILDINGS,1150000000,"FEDERAL UNIVERSITY OF HEALTH SCIENCES TEACHING HOSPITAL, ILA -ORANGUN, OSUN STATE",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
23020102,CONSTRUCTION / PROVISION OF RESIDENTIAL BUILDINGS,150000000,"FEDERAL UNIVERSITY OF HEALTH SCIENCES TEACHING HOSPITAL, ILA -ORANGUN, OSUN STATE",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
23020103,CONSTRUCTION / PROVISION OF ELECTRICITY,50000000,"FEDERAL UNIVERSITY OF HEALTH SCIENCES TEACHING HOSPITAL, ILA -ORANGUN, OSUN STATE",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
23020106,CONSTRUCTION / PROVISION OF HOSPITALS / HEALTH CENTRES,1050000000,"FEDERAL UNIVERSITY OF HEALTH SCIENCES TEACHING HOSPITAL, ILA -ORANGUN, OSUN STATE",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
21010101,SALARY,10768880400,"IRRUA SPECIALIST TEACHING HOSPITAL, IRRUA",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
21020101,NON REGULAR ALLOWANCES,1153508040,"IRRUA SPECIALIST TEACHING HOSPITAL, IRRUA",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
21020111,REGULAR ALLOWANCES,4072722386,"IRRUA SPECIALIST TEACHING HOSPITAL, IRRUA",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
21020201,NHIS,537890334,"IRRUA SPECIALIST TEACHING HOSPITAL, IRRUA",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
21020202,CONTRIBUTORY PENSION - EMPLOYER'S CONTRIBUTION,1075780668,"IRRUA SPECIALIST TEACHING HOSPITAL, IRRUA",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22020101,LOCAL TRAVEL & TRANSPORT: TRAINING,22000098,"IRRUA SPECIALIST TEACHING HOSPITAL, IRRUA",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22020201,ELECTRICITY CHARGES,26007008,"IRRUA SPECIALIST TEACHING HOSPITAL, IRRUA",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22020203,INTERNET ACCESS CHARGES,3000008,"IRRUA SPECIALIST TEACHING HOSPITAL, IRRUA",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22020204,SATELLITE BROADCASTING ACCESS CHARGES,2400000,"IRRUA SPECIALIST TEACHING HOSPITAL, IRRUA",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22020206,SEWERAGE CHARGES,1800000,"IRRUA SPECIALIST TEACHING HOSPITAL, IRRUA",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22020303,NEWSPAPERS,1680000,"IRRUA SPECIALIST TEACHING HOSPITAL, IRRUA",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22020309,UNIFORMS & OTHER CLOTHING,16000000,"IRRUA SPECIALIST TEACHING HOSPITAL, IRRUA",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22020310,TEACHING AIDS / INSTRUCTION MATERIALS,2225894,"IRRUA SPECIALIST TEACHING HOSPITAL, IRRUA",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22020413,MAINTENANCE OF STREET LIGHTS,2000000,"IRRUA SPECIALIST TEACHING HOSPITAL, IRRUA",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22020501,LOCAL TRAINING,39120648,"IRRUA SPECIALIST TEACHING HOSPITAL, IRRUA",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22020604,RESIDENTIAL RENT,12400000,"IRRUA SPECIALIST TEACHING HOSPITAL, IRRUA",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22020701,FINANCIAL CONSULTING,58559346,"IRRUA SPECIALIST TEACHING HOSPITAL, IRRUA",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22020702,INFORMATION TECHNOLOGY CONSULTING,5000000,"IRRUA SPECIALIST TEACHING HOSPITAL, IRRUA",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22020704,ENGINEERING SERVICES,3000000,"IRRUA SPECIALIST TEACHING HOSPITAL, IRRUA",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22020705,ARCHITECTURAL SERVICES,1000000,"IRRUA SPECIALIST TEACHING HOSPITAL, IRRUA",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22020802,OTHER TRANSPORT EQUIPMENT FUEL COST,40998426,"IRRUA SPECIALIST TEACHING HOSPITAL, IRRUA",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22020803,PLANT / GENERATOR FUEL COST,15002400,"IRRUA SPECIALIST TEACHING HOSPITAL, IRRUA",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22020806,COOKING GAS/FUEL COST,6000000,"IRRUA SPECIALIST TEACHING HOSPITAL, IRRUA",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22020901,BANK CHARGES (OTHER THAN INTEREST),2196882,"IRRUA SPECIALIST TEACHING HOSPITAL, IRRUA",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22020902,INSURANCE PREMIUM,1000052,"IRRUA SPECIALIST TEACHING HOSPITAL, IRRUA",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22021001,REFRESHMENT & MEALS,2000000,"IRRUA SPECIALIST TEACHING HOSPITAL, IRRUA",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22021002,HONORARIUM & SITTING ALLOWANCE,6000000,"IRRUA SPECIALIST TEACHING HOSPITAL, IRRUA",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22021003,PUBLICITY & ADVERTISEMENTS,2080000,"IRRUA SPECIALIST TEACHING HOSPITAL, IRRUA",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22021036,PAYMENT FOR OUTSOURCED SERVICES,200000000,"IRRUA SPECIALIST TEACHING HOSPITAL, IRRUA",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
23010122,PURCHASE OF HEALTH / MEDICAL EQUIPMENT,1085000000,"IRRUA SPECIALIST TEACHING HOSPITAL, IRRUA",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
23020102,CONSTRUCTION / PROVISION OF RESIDENTIAL BUILDINGS,246000000,"IRRUA SPECIALIST TEACHING HOSPITAL, IRRUA",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
23020114,CONSTRUCTION / PROVISION OF ROADS,765823292,"IRRUA SPECIALIST TEACHING HOSPITAL, IRRUA",FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
21010101,SALARY,9599566134,UNIVERSITY OF UYO TEACHING HOSPITAL,FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
21020101,NON REGULAR ALLOWANCES,1412996501,UNIVERSITY OF UYO TEACHING HOSPITAL,FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
21020111,REGULAR ALLOWANCES,3481987446,UNIVERSITY OF UYO TEACHING HOSPITAL,FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
21020201,NHIS,479424620,UNIVERSITY OF UYO TEACHING HOSPITAL,FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
21020202,CONTRIBUTORY PENSION - EMPLOYER'S CONTRIBUTION,958849241,UNIVERSITY OF UYO TEACHING HOSPITAL,FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22020102,LOCAL TRAVEL & TRANSPORT: OTHERS,56456294,UNIVERSITY OF UYO TEACHING HOSPITAL,FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22020201,ELECTRICITY CHARGES,353000521,UNIVERSITY OF UYO TEACHING HOSPITAL,FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22020202,TELEPHONE CHARGES,5943882,UNIVERSITY OF UYO TEACHING HOSPITAL,FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22020203,INTERNET ACCESS CHARGES,9200500,UNIVERSITY OF UYO TEACHING HOSPITAL,FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22020301,OFFICE STATIONERIES / COMPUTER CONSUMABLES,43907676,UNIVERSITY OF UYO TEACHING HOSPITAL,FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22020305,PRINTING OF NON SECURITY DOCUMENTS,13184115,UNIVERSITY OF UYO TEACHING HOSPITAL,FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22020401,MAINTENANCE OF MOTOR VEHICLE / TRANSPORT EQUIPMENT,73719250,UNIVERSITY OF UYO TEACHING HOSPITAL,FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22020402,MAINTENANCE OF OFFICE FURNITURE,14461265,UNIVERSITY OF UYO TEACHING HOSPITAL,FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22020403,MAINTENANCE OF OFFICE BUILDING / RESIDENTIAL QTRS,64898490,UNIVERSITY OF UYO TEACHING HOSPITAL,FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22020404,MAINTENANCE OF OFFICE / IT EQUIPMENTS,55171400,UNIVERSITY OF UYO TEACHING HOSPITAL,FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22020405,MAINTENANCE OF PLANTS/GENERATORS,17884880,UNIVERSITY OF UYO TEACHING HOSPITAL,FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22020406,OTHER MAINTENANCE SERVICES,58054871,UNIVERSITY OF UYO TEACHING HOSPITAL,FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22020501,LOCAL TRAINING,69065445,UNIVERSITY OF UYO TEACHING HOSPITAL,FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22020602,LAND USE CHARGES,15600000,UNIVERSITY OF UYO TEACHING HOSPITAL,FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22020606,CLEANING AND FUMIGATION SERVICES,100000000,UNIVERSITY OF UYO TEACHING HOSPITAL,FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22020701,FINANCIAL CONSULTING,11250610,UNIVERSITY OF UYO TEACHING HOSPITAL,FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22020703,LEGAL SERVICES,15805600,UNIVERSITY OF UYO TEACHING HOSPITAL,FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22020709,AUDITING OF ACCOUNTS,15500500,UNIVERSITY OF UYO TEACHING HOSPITAL,FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22020801,MOTOR VEHICLE FUEL COST,41820220,UNIVERSITY OF UYO TEACHING HOSPITAL,FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22020803,PLANT / GENERATOR FUEL COST,522820725,UNIVERSITY OF UYO TEACHING HOSPITAL,FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22020901,BANK CHARGES (OTHER THAN INTEREST),56138133,UNIVERSITY OF UYO TEACHING HOSPITAL,FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22020902,INSURANCE PREMIUM,4120000,UNIVERSITY OF UYO TEACHING HOSPITAL,FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22021001,REFRESHMENT & MEALS,71652569,UNIVERSITY OF UYO TEACHING HOSPITAL,FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22021002,HONORARIUM & SITTING ALLOWANCE,112861938,UNIVERSITY OF UYO TEACHING HOSPITAL,FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22021003,PUBLICITY & ADVERTISEMENTS,14455020,UNIVERSITY OF UYO TEACHING HOSPITAL,FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22021006,POSTAGES & COURIER SERVICES,16820231,UNIVERSITY OF UYO TEACHING HOSPITAL,FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22021007,WELFARE PACKAGES,18540200,UNIVERSITY OF UYO TEACHING HOSPITAL,FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
22021011,RECRUITMENT AND APPOINTMENT (SERVICE WIDE),15235700,UNIVERSITY OF UYO TEACHING HOSPITAL,FEDERAL MINISTRY OF HEALTH AND SOCIAL WELFARE
